GeneID	GGACP	GGACS	GGACT	GGACU	GGAXP	GGAXS	GGAXT	GGAXU	GGAXW	GGAXX	GGAXY	GGAXZ
gene_2498	0	0	0	27	14	9	9	17	39	11	14	19
gene_2499	0	0	0	2	0	2	0	0	6	0	3	2
gene_25	0	0	0	7	2	0	0	2	4	2	2	3
gene_250	0	0	0	1	0	0	0	0	2	0	0	0
gene_2500	0	0	0	17	6	11	12	13	40	27	17	28
gene_2501	0	0	0	70	53	25	9	29	39	15	18	44
gene_2502	0	0	0	85	28	27	15	25	58	38	18	50
gene_2503	0	0	0	0	1	0	0	0	0	0	0	0
gene_2504	0	0	0	6	1	1	0	1	0	0	0	1
gene_2505	0	0	0	8	6	6	1	7	8	3	9	13
gene_2506	0	0	0	25	31	16	9	9	20	6	4	21
gene_2507	0	0	0	2	1	4	1	0	3	0	0	5
gene_2508	0	0	0	9	5	2	0	7	8	1	5	14
gene_2509	0	0	0	29	23	23	8	12	25	19	14	21
gene_251	0	0	0	14	1	5	7	3	7	7	1	3
gene_2510	0	0	0	34	18	10	2	6	15	7	8	12
gene_2511	0	0	0	8	10	11	12	8	26	11	7	29
gene_2512	0	0	0	115	63	33	22	28	70	34	23	46
gene_2513	0	0	0	0	0	1	0	0	0	0	0	0
gene_2514	0	0	0	13	7	14	2	2	13	1	5	6
gene_2515	0	0	0	10	8	1	0	5	2	2	0	1
gene_2516	0	0	0	23	15	10	7	11	33	9	6	15
gene_2517	0	0	0	29	13	5	6	7	12	4	11	5
gene_2518	0	0	0	7	8	8	2	6	5	4	2	10
gene_2519	0	0	0	18	12	8	8	43	21	28	24	36
gene_252	0	0	0	2	1	4	2	3	7	3	2	9
gene_2520	0	0	0	0	0	1	0	0	0	0	0	0
gene_2521	0	0	0	6	4	5	3	7	9	2	1	4
gene_2522	0	0	0	32	17	7	2	5	23	2	10	8
gene_2523	0	0	0	26	13	10	3	9	13	6	10	22
gene_2524	0	0	0	0	2	0	3	5	0	2	2	0
gene_2525	0	0	0	26	20	4	5	9	28	7	18	19
gene_2526	1	0	0	539	414	143	107	126	285	149	161	230
gene_2527	0	0	0	0	0	0	0	0	0	0	0	0
gene_2528	0	0	0	2	0	1	0	0	0	0	0	0
gene_2529	0	0	0	19	11	3	5	5	12	6	7	17
gene_253	0	0	0	12	6	3	9	11	10	11	11	17
gene_2530	0	0	0	10	3	7	1	4	9	1	2	6
gene_2531	0	0	0	19	4	3	2	0	8	1	1	1
gene_2532	0	0	0	41	42	12	7	2	16	4	4	8
gene_2533	0	0	0	52	91	22	4	5	20	8	16	19
gene_2534	0	0	0	0	0	0	0	1	2	0	1	0
gene_2535	0	0	0	133	151	53	21	30	62	30	32	55
gene_2536	0	0	0	27	26	15	45	71	38	185	40	130
gene_2537	0	0	0	3	2	3	5	6	5	4	5	7
gene_2538	0	0	0	6	2	6	5	57	13	18	71	78
gene_2539	0	0	0	25	15	14	9	25	42	29	20	29
gene_254	0	0	0	2	0	0	0	0	0	0	0	0
gene_2540	0	0	0	31	4	14	10	3	24	16	15	16
gene_2541	0	0	0	2	1	0	1	0	2	1	0	4
gene_2542	0	0	0	34	15	8	10	30	44	24	16	22
gene_2543	0	0	0	12	2	6	3	10	7	2	5	10
gene_2544	0	0	0	3	1	0	0	2	7	1	0	1
gene_2545	0	0	0	21	6	3	5	15	6	7	8	16
gene_2546	0	0	0	0	0	0	0	0	0	0	0	0
gene_2547	0	0	0	6	6	2	10	35	53	8	22	47
gene_2548	0	0	0	46	28	6	13	12	47	16	14	31
gene_2549	0	0	0	160	97	23	15	19	92	29	20	66
gene_255	0	0	0	70	9	17	28	40	92	35	25	40
gene_2550	0	0	0	110	33	31	29	32	69	70	65	75
gene_2551	0	0	0	72	29	19	14	13	19	16	31	17
gene_2552	0	0	0	51	34	21	15	23	38	18	13	35
gene_2553	0	0	0	7	7	5	1	3	9	3	0	5
gene_2554	0	0	0	2	1	1	0	0	3	0	1	0
gene_2555	0	0	0	0	2	0	0	3	1	0	0	0
gene_2556	0	0	0	0	1	0	2	1	0	2	2	3
gene_2557	0	0	0	66	28	9	13	22	48	22	19	32
gene_2558	0	0	0	4	2	2	2	1	1	1	10	8
gene_2559	0	0	0	1	0	1	1	6	3	3	4	4
gene_256	0	0	0	9	2	3	0	0	0	1	0	1
gene_2560	0	0	0	0	0	0	0	0	1	0	0	0
gene_2561	0	0	0	3	4	5	0	4	4	0	5	7
gene_2562	0	0	0	0	0	0	0	0	0	0	0	0
gene_2563	0	0	0	62	32	9	20	36	40	37	14	32
gene_2564	0	0	0	0	0	0	0	0	1	0	0	0
gene_2565	0	0	0	7	0	1	0	1	2	2	0	5
gene_2566	0	0	0	18	2	4	5	8	3	3	0	16
gene_2567	0	0	0	10	6	6	7	3	12	14	8	4
gene_2568	0	0	0	570	332	264	185	160	481	291	203	404
gene_2569	0	0	0	41	27	14	13	19	55	28	24	59
gene_257	0	0	0	2	0	2	1	0	1	0	0	3
gene_2570	0	0	0	13	5	1	6	6	17	7	9	9
gene_2571	0	0	0	5	1	4	1	6	2	2	1	2
gene_2572	0	0	0	438	266	182	85	175	218	190	145	248
gene_2573	0	0	0	9	6	5	4	2	3	4	7	5
gene_2574	0	0	0	0	0	0	0	0	0	0	0	1
gene_2575	0	0	0	64	33	38	15	19	68	15	14	40
gene_2576	0	0	0	283	133	112	40	82	165	100	67	148
gene_2577	0	0	0	74	50	42	34	67	80	47	59	110
gene_2578	0	0	0	25	18	9	5	15	20	6	7	19
gene_2579	0	0	0	96	48	42	23	65	93	51	54	85
gene_258	0	0	0	257	107	69	30	74	92	96	78	135
gene_2580	0	0	0	20	13	6	6	16	17	5	15	32
gene_2581	0	0	0	21	42	11	0	5	19	8	2	6
gene_2582	0	0	0	0	1	0	1	0	1	0	0	0
gene_2583	0	0	0	28	16	6	16	13	34	16	14	35
gene_2584	0	0	0	15	6	4	1	7	4	2	2	5
gene_2585	0	0	0	10	7	5	5	1	7	1	4	5
gene_2586	0	0	0	14	8	8	4	7	27	8	3	5
gene_2587	0	0	0	26	6	13	6	13	30	12	12	15
gene_2588	0	0	0	0	0	0	0	0	0	0	0	0
gene_2589	0	0	0	47	34	7	8	22	32	17	24	33
gene_259	0	0	0	31	26	9	5	10	18	19	7	19
gene_2590	0	0	0	12	2	5	4	6	7	4	5	17
gene_2591	0	0	0	0	0	0	0	2	0	3	0	4
gene_2592	0	0	0	9	4	7	4	7	15	8	2	9
gene_2593	0	0	0	146	50	39	21	42	57	36	31	56
gene_2594	0	0	0	20	6	1	1	12	6	6	4	10
gene_2595	0	0	0	0	0	0	0	2	1	0	0	0
gene_2596	0	0	0	0	0	0	0	0	0	0	0	0
gene_2597	0	0	0	4	10	1	0	0	1	0	4	3
gene_2598	0	0	0	6	1	0	1	11	12	3	7	18
gene_2599	0	0	0	23	9	11	7	13	28	9	6	24
gene_26	0	0	0	10	7	9	5	3	16	2	1	8
gene_260	0	0	0	3	5	3	4	4	1	2	1	0
gene_2600	0	0	0	34	7	8	9	7	19	15	23	16
gene_2601	0	0	0	79	38	23	20	21	88	29	16	40
gene_2602	0	0	0	106	48	36	39	27	50	52	44	79
gene_2603	0	0	0	0	0	0	0	0	0	0	0	0
gene_2604	0	0	0	0	0	0	0	0	0	0	0	0
gene_2605	0	0	0	678	318	112	326	443	825	1033	808	1639
gene_2606	0	0	0	12	7	11	2	14	26	12	21	22
gene_2607	0	0	0	23	22	11	3	6	17	5	5	5
gene_2608	0	0	0	41	19	10	7	7	9	9	5	6
gene_2609	0	0	0	0	0	0	0	0	0	0	0	0
gene_261	0	0	0	8	7	3	0	2	2	1	0	1
gene_2610	0	0	0	49	21	23	11	13	43	36	12	42
gene_2611	0	0	0	10	8	3	1	5	4	0	4	5
gene_2612	0	0	0	2	5	0	1	0	0	1	0	7
gene_2613	0	0	0	0	0	0	0	0	2	1	0	3
gene_2614	0	0	0	75	25	20	22	22	55	34	23	58
gene_2615	0	0	0	45	13	21	17	27	48	20	17	45
gene_2616	0	0	0	68	26	18	19	34	57	25	37	41
gene_2617	0	0	0	19	12	9	6	21	5	15	10	18
gene_2618	0	0	0	6	3	2	0	0	3	1	3	5
gene_2619	0	0	0	25	13	16	8	13	14	7	15	11
gene_262	0	0	0	387	175	111	72	83	422	158	95	247
gene_2620	0	0	0	7	7	7	3	4	14	8	2	12
gene_2621	0	0	0	2	0	3	3	4	9	0	0	4
gene_2622	0	0	0	5	2	2	2	1	9	0	2	0
gene_2623	0	0	0	77	55	42	20	29	38	19	21	36
gene_2624	0	0	0	24	11	3	6	10	21	6	12	16
gene_2625	0	0	0	1	2	3	0	3	2	0	0	5
gene_2626	0	0	0	25	20	12	8	15	34	17	13	24
gene_2627	0	0	0	3	7	6	2	7	4	5	7	2
gene_2628	0	0	0	4	0	1	1	1	7	2	0	2
gene_2629	0	0	0	16	2	0	0	3	10	0	4	2
gene_263	0	0	0	0	0	0	1	0	0	0	0	0
gene_2630	0	0	0	216	113	53	33	39	116	46	41	54
gene_2631	0	0	0	40	16	11	7	16	25	13	11	19
gene_2632	0	0	0	5	3	2	4	6	13	9	7	14
gene_2633	0	0	0	11	1	8	5	5	14	4	12	7
gene_2634	0	0	0	0	0	0	0	0	0	0	0	0
gene_2635	0	0	0	95	55	51	19	39	85	28	25	38
gene_2636	0	0	0	0	0	0	0	0	0	0	0	0
gene_2637	0	0	0	1	0	1	0	1	4	2	3	3
gene_2638	0	0	0	2	1	2	1	2	12	5	3	12
gene_2639	0	0	0	32	26	16	6	8	23	13	3	20
gene_264	0	0	0	0	0	0	0	0	0	0	0	0
gene_2640	0	0	0	0	0	0	0	8	1	2	0	0
gene_2641	0	0	0	24	2	7	4	5	7	5	2	3
gene_2642	0	0	0	71	28	16	18	18	38	14	20	34
gene_2643	0	2	0	43	24	7	123	184	275	95	110	205
gene_2644	0	0	0	10	2	0	0	2	8	1	6	7
gene_2645	1	0	0	31	17	13	7	27	39	16	22	44
gene_2646	0	0	0	0	0	0	0	0	0	0	0	0
gene_2647	0	0	0	16	3	2	9	4	24	8	12	22
gene_2648	0	0	0	23	13	6	4	7	11	6	1	12
gene_2649	0	0	0	1	3	3	1	3	0	1	2	7
gene_265	0	0	0	6	4	0	2	7	10	5	6	6
gene_2650	0	0	0	0	1	0	0	7	1	0	0	4
gene_2651	0	0	0	46	48	12	29	44	68	47	29	53
gene_2652	0	0	0	45	25	8	27	12	44	19	33	25
gene_2653	0	0	0	9	5	3	0	1	3	0	0	2
gene_2654	0	0	0	227	123	84	88	91	237	120	70	130
gene_2655	0	0	0	19	15	16	12	9	25	10	9	13
gene_2656	0	0	0	238	184	88	42	106	99	53	56	110
gene_2657	0	0	0	29	17	5	11	30	24	13	13	29
gene_2658	0	0	0	0	0	0	0	0	0	0	0	0
gene_2659	0	0	0	0	0	0	0	0	0	0	0	0
gene_266	0	0	0	1	0	0	1	5	1	1	2	1
gene_2660	0	0	0	34	11	13	10	7	15	10	7	13
gene_2661	0	0	0	0	0	0	0	0	0	0	0	0
gene_2662	0	0	0	67	28	25	20	14	64	22	17	45
gene_2663	0	0	0	15	13	5	1	2	15	2	2	5
gene_2664	0	0	0	1	0	0	0	0	0	0	0	0
gene_2665	0	0	0	68	36	16	13	8	24	8	3	17
gene_2666	0	0	0	6	5	3	0	4	5	3	3	1
gene_2667	0	0	0	0	1	1	0	0	0	0	0	0
gene_2668	0	1	0	99	92	46	14	46	51	27	36	50
gene_2669	0	0	0	176	134	79	20	53	80	32	54	60
gene_267	0	0	0	22	18	23	5	18	19	8	16	26
gene_2670	0	0	0	151	65	37	20	43	66	30	29	53
gene_2671	0	0	0	530	430	161	72	92	152	100	80	147
gene_2672	0	0	0	0	0	0	0	0	0	0	0	0
gene_2673	0	0	0	47	17	6	3	7	8	5	5	3
gene_2674	0	0	0	0	0	1	0	0	0	0	1	0
gene_2675	0	0	0	0	0	0	0	0	0	0	0	0
gene_2676	0	0	0	4	7	0	1	0	7	0	0	2
gene_2677	0	0	0	15	8	10	4	6	12	11	2	11
gene_2678	0	0	0	85	66	25	24	45	79	32	35	52
gene_2679	0	0	0	4	1	0	0	0	0	0	0	0
gene_268	0	0	0	3	1	4	1	2	1	1	0	1
gene_2680	0	0	0	3	0	0	0	1	1	2	12	7
gene_2681	0	0	0	1	2	2	0	1	1	1	2	1
gene_2682	0	0	0	9	0	3	1	9	12	1	7	4
gene_2683	0	0	0	38	14	12	5	3	8	3	19	6
gene_2684	0	0	0	0	0	0	0	0	1	0	0	0
gene_2685	0	0	0	2	3	1	1	1	2	6	4	2
gene_2686	0	0	0	0	0	0	0	0	0	0	1	0
gene_2687	0	0	0	1	0	0	0	0	0	0	0	0
gene_2688	0	0	0	17	10	7	5	12	11	3	2	5
gene_2689	0	0	0	215	123	88	76	92	176	108	71	155
gene_269	0	0	0	56	21	17	17	13	48	18	11	35
gene_2690	0	2	0	375	160	110	77	192	306	173	175	277
gene_2691	0	0	0	26	20	9	12	23	26	16	9	23
gene_2692	0	0	0	0	0	0	0	0	0	0	0	0
gene_2693	0	0	0	0	1	0	0	0	2	1	0	0
gene_2694	0	0	0	10	3	3	2	6	15	10	8	7
gene_2695	0	0	0	21	6	14	0	14	22	11	8	19
gene_2696	0	0	0	143	48	42	43	88	169	64	68	137
gene_2697	0	0	0	57	25	20	32	56	98	85	50	104
gene_2698	0	0	0	5	2	0	2	3	16	3	7	22
gene_2699	0	0	0	36	9	10	2	9	17	7	11	28
gene_27	0	0	0	11	10	6	2	7	1	2	7	7
gene_270	0	0	0	0	0	0	0	0	0	1	0	0
gene_2700	0	0	0	3	7	2	1	3	4	1	4	2
gene_2701	0	2	0	95	43	43	30	51	95	45	72	102
gene_2702	0	0	0	5	2	1	6	21	21	2	5	12
gene_2703	0	0	0	0	1	1	2	5	6	1	3	5
gene_2704	0	0	0	5	1	6	7	7	17	3	1	8
gene_2705	0	0	0	12	3	5	7	4	9	1	0	9
gene_2706	0	0	0	6	4	0	7	13	23	6	3	9
gene_2707	0	0	0	25	27	10	9	20	31	21	13	31
gene_2708	0	0	0	18	6	2	4	12	28	15	6	8
gene_2709	0	0	0	0	0	1	4	5	6	2	0	1
gene_271	0	0	0	12	9	8	0	3	5	1	2	6
gene_2710	0	0	0	28	12	15	11	17	27	18	14	23
gene_2711	0	0	0	5	4	6	7	4	8	5	4	6
gene_2712	0	0	0	15	3	5	2	3	15	8	3	11
gene_2713	0	0	0	26	18	5	3	11	14	8	5	11
gene_2714	0	0	0	238	116	73	55	60	183	76	47	108
gene_2715	0	0	0	47	26	19	8	22	34	14	10	28
gene_2716	0	0	0	14	3	8	0	1	12	2	4	5
gene_2717	0	0	0	5	1	3	2	5	8	4	3	9
gene_2718	0	0	0	47	18	7	7	4	16	4	8	14
gene_2719	0	2	0	154	73	35	25	53	106	35	34	73
gene_272	0	0	0	30	15	21	18	31	35	17	28	48
gene_2720	0	0	0	1212	263	172	16	13	13	18	10	27
gene_2721	0	0	0	37	14	17	7	20	36	21	11	38
gene_2722	0	0	0	27	17	3	25	17	26	29	32	38
gene_2723	0	0	0	17	5	7	6	3	10	9	5	8
gene_2724	0	0	0	32	8	20	9	5	29	11	13	20
gene_2725	0	0	0	23	10	14	5	13	11	13	9	21
gene_2726	0	0	0	2	1	3	1	1	9	7	7	3
gene_2727	0	0	0	166	81	42	27	53	65	45	40	95
gene_2728	0	0	0	31	22	14	7	11	44	20	20	24
gene_2729	0	0	0	63	27	16	3	13	30	8	19	18
gene_273	0	0	0	13	2	3	2	4	6	1	4	10
gene_2730	0	0	0	102	43	19	14	37	48	30	41	57
gene_2731	0	0	0	0	0	0	0	0	0	0	0	0
gene_2732	0	0	0	0	0	0	0	0	0	0	0	0
gene_2733	0	0	0	0	0	0	0	0	0	0	0	0
gene_2734	0	0	0	73	22	12	22	20	55	41	12	38
gene_2735	0	0	0	8	3	1	2	4	6	2	3	5
gene_2736	0	0	0	0	0	0	0	0	0	0	0	0
gene_2737	0	0	0	28	14	20	4	17	17	9	6	13
gene_2738	0	0	0	0	0	0	4	2	2	2	10	7
gene_2739	0	0	1	1110	661	467	410	501	1153	783	487	1219
gene_274	0	0	0	5	0	0	0	11	3	1	1	3
gene_2740	0	0	0	7	10	5	2	3	11	1	3	7
gene_2741	0	0	0	12	3	7	0	10	13	8	5	11
gene_2742	0	0	0	40	12	8	6	6	9	4	4	5
gene_2743	0	0	0	48	27	16	9	20	22	6	9	27
gene_2744	0	0	0	46	21	13	11	15	17	19	13	20
gene_2745	0	0	0	18	15	9	7	16	24	19	15	28
gene_2746	0	0	0	88	82	26	11	36	35	24	35	41
gene_2747	0	0	0	88	49	26	19	31	61	34	23	43
gene_2748	0	0	0	7	3	2	3	12	4	1	0	3
gene_2749	0	0	0	2	1	0	0	1	1	0	0	0
gene_275	0	0	0	27	16	10	8	16	26	14	11	25
gene_2750	0	0	0	0	0	0	1	5	4	0	0	2
gene_2751	0	0	0	40	20	18	8	18	39	38	10	38
gene_2752	0	0	0	14	4	4	3	2	6	4	0	2
gene_2753	0	0	0	3	0	1	0	0	0	0	1	1
gene_2754	0	3	0	105	29	35	30	40	73	36	29	77
gene_2755	0	0	0	88	38	26	19	31	45	23	17	32
gene_2756	0	0	0	24	9	10	3	5	6	4	1	2
gene_2757	0	0	0	26	10	6	3	3	6	10	2	4
gene_2758	0	0	0	0	0	0	0	0	0	0	0	0
gene_2759	0	0	0	0	1	0	0	0	0	0	0	1
gene_276	0	0	0	18	14	6	3	32	24	6	33	44
gene_2760	0	0	0	14	1	4	2	8	11	5	7	13
gene_2761	0	0	0	1	4	2	0	2	2	7	2	3
gene_2762	0	0	0	33	26	18	3	9	13	12	11	10
gene_2763	0	0	0	2	2	0	0	2	4	0	2	1
gene_2764	0	0	0	6	1	3	2	8	5	3	7	4
gene_2765	0	0	0	14	9	8	6	11	13	6	4	16
gene_2766	0	0	0	24	22	15	8	5	27	13	8	20
gene_2767	0	0	0	38	20	8	1	5	7	3	6	13
gene_2768	0	0	0	12	5	3	13	7	47	18	1	17
gene_2769	0	0	0	0	0	0	0	0	0	0	0	0
gene_277	0	0	0	19	13	10	8	5	21	4	2	12
gene_2770	0	0	0	20	9	15	5	2	11	5	2	8
gene_2771	0	0	0	79	40	25	25	55	86	63	52	103
gene_2772	0	0	0	105	35	30	16	38	50	19	27	55
gene_2773	1	0	0	1	0	3	0	4	3	1	8	2
gene_2774	0	0	0	2	0	1	2	7	3	6	4	17
gene_2775	0	0	0	55	38	40	12	17	51	11	19	35
gene_2776	0	0	0	41	25	26	8	22	30	9	11	12
gene_2777	0	1	0	37	16	19	4	9	29	7	10	15
gene_2778	0	0	0	5	1	0	0	2	2	2	1	3
gene_2779	0	0	0	1	0	1	0	0	0	0	0	0
gene_278	0	0	0	0	0	0	0	0	0	1	0	0
gene_2780	0	0	0	0	0	1	0	0	5	1	0	1
gene_2781	0	0	0	28	14	17	10	7	11	11	10	30
gene_2782	0	0	0	15	12	4	3	10	15	9	4	14
gene_2783	0	0	0	21	16	15	1	6	9	1	1	10
gene_2784	0	0	0	113	52	31	19	24	39	27	30	48
gene_2785	0	0	0	61	31	19	6	15	20	10	7	18
gene_2786	0	0	0	40	21	10	7	12	18	16	7	25
gene_2787	0	0	0	40	15	7	3	8	20	10	1	11
gene_2788	0	0	0	0	0	0	0	0	0	0	0	0
gene_2789	0	0	0	6	0	2	4	4	7	8	6	14
gene_279	0	0	0	32	6	2	8	11	12	5	7	18
gene_2790	0	0	0	8	1	2	4	10	15	9	7	18
gene_2791	0	0	0	4	1	1	0	1	2	0	0	0
gene_2792	0	0	0	152	76	69	24	43	96	52	41	79
gene_2793	0	0	0	30	19	4	7	4	9	3	6	9
gene_2794	0	0	0	14	11	10	4	2	10	4	7	3
gene_2795	0	0	0	1	0	0	0	3	0	1	3	2
gene_2796	0	0	0	1	1	2	0	1	2	2	0	1
gene_2797	0	0	0	245	121	71	74	108	270	194	92	156
gene_2798	0	0	0	18	4	6	0	5	10	7	5	12
gene_2799	0	0	0	28	9	11	8	17	14	26	22	34
gene_28	0	0	0	42	49	5	5	4	20	17	19	10
gene_280	0	0	0	30	11	13	9	10	20	10	9	16
gene_2800	0	0	0	13	6	6	4	24	18	15	6	13
gene_2801	1	0	0	405	216	134	51	94	174	98	103	184
gene_2802	0	0	0	0	0	0	0	0	0	1	0	0
gene_2803	0	0	0	0	0	0	0	0	1	0	0	0
gene_2804	0	0	0	0	0	0	0	0	0	0	0	0
gene_2805	0	0	0	25	5	6	8	3	27	8	5	19
gene_2806	0	0	0	30	11	19	3	7	4	3	4	8
gene_2807	0	0	0	10	8	5	11	10	12	8	2	19
gene_2808	0	0	0	0	0	0	0	0	0	0	0	0
gene_2809	0	0	0	93	29	30	21	15	71	24	24	61
gene_281	0	0	0	14	4	13	2	6	7	3	9	7
gene_2810	0	0	0	0	1	0	0	0	0	0	1	0
gene_2811	0	0	0	34	20	23	5	5	11	7	6	11
gene_2812	0	0	0	150	93	81	9	33	56	19	30	57
gene_2813	0	0	0	1	2	2	0	0	2	0	0	3
gene_2814	0	0	0	5	5	12	9	5	5	11	5	11
gene_2815	0	0	0	8	8	3	3	4	10	6	2	6
gene_2816	0	0	0	4	2	5	4	1	2	2	0	2
gene_2817	0	0	0	0	0	0	0	0	0	0	0	0
gene_2818	0	0	0	1	1	0	2	5	6	0	2	3
gene_2819	0	0	0	5	0	2	1	6	8	10	5	15
gene_282	0	0	0	33	11	13	5	13	28	16	8	17
gene_2820	0	0	0	12	24	9	15	31	50	56	61	93
gene_2821	0	0	0	15	5	3	9	26	33	18	20	41
gene_2822	0	0	0	8	2	1	1	0	1	0	3	4
gene_2823	0	0	0	8	2	7	1	0	4	1	3	5
gene_2824	0	0	0	11	4	5	1	3	11	3	3	9
gene_2825	0	0	0	0	0	0	0	0	0	0	0	0
gene_2826	0	0	0	10	4	8	6	7	8	4	2	4
gene_2827	0	0	0	12	2	1	25	2	30	27	17	36
gene_2828	0	0	0	3	2	1	1	2	0	1	1	0
gene_2829	0	0	0	8	3	3	2	4	12	0	0	5
gene_283	0	0	0	9	2	9	4	6	12	9	3	10
gene_2830	2	0	0	614	321	133	47	101	156	87	88	134
gene_2831	0	0	0	9	1	1	2	1	6	4	2	6
gene_2832	0	0	0	0	0	0	0	0	0	0	0	0
gene_2833	1	0	0	33	12	20	3	10	25	11	15	27
gene_2834	0	0	0	8	4	5	1	9	14	2	1	9
gene_2835	0	0	0	1	3	3	2	0	5	2	1	1
gene_2836	0	0	0	25	11	10	11	21	31	24	25	37
gene_2837	0	0	0	0	1	1	0	0	6	0	3	1
gene_2838	0	0	0	243	67	30	12	25	55	28	28	60
gene_2839	0	0	0	0	0	0	0	0	0	0	0	0
gene_284	0	0	0	10	2	3	2	6	9	3	4	7
gene_2840	0	0	0	89	20	14	8	26	81	16	18	52
gene_2841	0	0	0	58	19	31	12	68	36	30	33	89
gene_2842	0	0	0	60	35	34	13	38	24	24	17	38
gene_2843	0	0	0	12	8	2	2	4	8	2	5	5
gene_2844	0	0	0	1	0	3	1	1	0	4	0	4
gene_2845	0	0	0	4	1	8	3	5	9	2	0	10
gene_2846	0	0	0	9	11	7	2	10	7	5	5	16
gene_2847	0	0	0	217	113	95	92	179	257	185	160	294
gene_2848	0	0	0	16	17	4	11	5	17	4	5	5
gene_2849	0	0	0	4	1	1	0	2	1	0	0	4
gene_285	0	0	0	22	14	9	3	7	11	12	6	8
gene_2850	0	0	0	17	31	35	25	32	74	20	15	36
gene_2851	0	0	0	1	4	1	0	1	4	2	2	2
gene_2852	0	0	0	1	0	0	0	1	0	0	2	1
gene_2853	0	0	0	1	2	2	0	0	0	0	0	2
gene_2854	0	0	0	0	0	0	0	0	0	0	0	0
gene_2855	0	0	0	0	0	0	0	0	0	0	0	0
gene_2856	0	0	0	0	0	0	0	0	0	0	0	0
gene_2857	0	0	0	0	0	0	0	0	0	0	0	0
gene_2858	0	0	0	1	0	0	0	0	0	0	0	0
gene_2859	0	0	0	0	0	0	0	0	1	0	0	0
gene_286	0	0	0	126	87	53	18	42	84	32	36	59
gene_2860	0	0	0	65	29	31	15	17	49	16	16	33
gene_2861	0	0	0	3	1	2	0	0	7	1	2	4
gene_2862	0	0	0	6	1	4	3	0	0	2	4	4
gene_2863	0	0	0	1	0	0	0	0	0	0	0	0
gene_2864	0	0	0	0	0	0	0	0	0	0	0	0
gene_2865	0	0	0	0	0	7	0	3	4	1	0	3
gene_2866	0	0	0	91	54	24	8	22	48	8	14	20
gene_2867	0	0	0	8	9	3	2	4	5	3	5	1
gene_2868	0	0	0	65	37	29	12	48	74	38	42	67
gene_2869	0	0	0	473	93	81	63	153	270	124	115	178
gene_287	0	0	0	4	5	3	3	1	1	2	2	5
gene_2870	0	0	0	168	23	10	8	4	23	5	11	25
gene_2871	0	0	0	40	22	17	7	5	22	4	8	15
gene_2872	0	0	0	19	7	10	3	4	8	7	8	13
gene_2873	0	0	0	8	6	10	11	9	10	11	5	11
gene_2874	0	0	0	12	2	4	2	3	11	3	1	2
gene_2875	0	0	0	2	0	0	0	2	0	0	0	1
gene_2876	0	0	0	359	121	98	17	38	72	38	24	78
gene_2877	0	0	0	2	2	0	0	3	8	5	2	6
gene_2878	0	0	0	3	0	3	0	0	5	0	5	4
gene_2879	0	0	0	20	9	2	0	9	6	1	0	5
gene_288	0	0	0	0	0	0	0	0	0	0	0	0
gene_2880	0	0	0	75	40	40	11	10	65	13	9	29
gene_2881	0	0	0	0	1	2	2	45	11	3	6	20
gene_2882	0	0	0	2	1	1	3	0	3	3	5	6
gene_2883	0	0	0	4	6	3	0	1	4	3	0	1
gene_2884	0	0	0	0	0	0	0	1	0	0	0	0
gene_2885	0	0	0	0	1	0	3	2	7	2	3	4
gene_2886	0	0	0	0	0	0	0	0	0	0	0	0
gene_2887	0	0	0	0	0	0	0	0	0	0	0	0
gene_2888	0	0	0	0	0	0	0	0	0	0	0	0
gene_2889	0	0	0	0	0	0	0	0	0	0	0	0
gene_289	0	0	0	1	4	3	0	0	4	1	0	1
gene_2890	0	0	0	0	0	0	0	0	0	0	0	0
gene_2891	0	0	0	0	0	0	0	4	0	0	2	0
gene_2892	0	0	0	0	0	1	0	3	0	0	0	1
gene_2893	0	0	0	125	70	31	15	39	67	23	35	62
gene_2894	0	0	0	196	141	61	32	61	95	47	52	95
gene_2895	0	0	0	36	24	9	1	8	3	4	5	17
gene_2896	0	0	0	2	3	3	1	0	5	4	0	3
gene_2897	0	0	0	26	18	40	3	16	20	6	6	13
gene_2898	0	0	0	58	13	19	23	34	42	34	22	48
gene_2899	0	0	0	17	18	3	6	15	12	5	5	7
gene_29	0	0	0	69	16	14	16	28	36	23	20	33
gene_290	0	0	0	1	0	0	0	0	0	0	0	0
gene_2900	0	0	0	29	20	13	9	20	41	12	14	22
gene_2901	0	0	0	4	2	1	2	1	5	2	1	1
gene_2902	0	0	0	90	60	22	16	32	48	24	22	49
gene_2903	0	0	0	5	5	0	0	9	8	3	1	5
gene_2904	0	0	0	5	2	5	8	2	22	4	3	6
gene_2905	0	0	0	38	17	8	15	16	27	14	15	14
gene_2906	0	0	0	5	8	0	0	2	3	1	3	1
gene_2907	0	0	0	22	12	6	7	9	24	7	4	9
gene_2908	0	0	0	4	2	5	2	1	8	3	2	4
gene_2909	0	0	0	11	6	9	1	1	7	0	3	6
gene_291	0	0	0	9	3	6	2	7	9	5	3	5
gene_2910	0	0	0	135	69	42	14	25	72	43	25	74
gene_2911	0	0	0	0	0	0	0	0	0	0	0	0
gene_2912	0	0	0	17	13	9	4	3	18	9	8	5
gene_2913	0	0	0	41	22	16	7	13	22	13	16	20
gene_2914	0	0	0	27	14	7	9	13	33	8	9	25
gene_2915	0	0	0	60	44	17	24	32	52	23	19	58
