GeneID	GGABY	GCYUU	GCYUW	GCYUX	GCYUY	GCYUZ	GCYWA	GCYWB	GCYWC	GCYWG	GCUXP
gene_5406	0	0	12	22	17	12	21	30	9	1	20
gene_5407	0	0	16	58	103	76	107	143	28	12	84
gene_5408	0	0	4	9	12	9	8	15	4	3	6
gene_5409	0	0	6	10	8	17	12	16	7	0	7
gene_541	0	0	1	2	3	6	7	9	2	1	8
gene_5410	0	0	0	0	0	0	0	0	0	0	0
gene_5411	0	0	0	0	0	0	0	0	0	0	0
gene_5412	0	0	2	14	31	11	31	35	15	1	20
gene_5413	0	0	0	0	0	0	0	0	0	0	0
gene_5414	0	0	24	81	68	48	91	115	28	11	91
gene_5415	0	0	0	0	0	0	0	0	0	0	0
gene_5416	0	0	0	0	0	0	0	0	0	0	0
gene_5417	0	0	0	0	0	0	0	0	0	0	0
gene_5418	0	0	12	28	37	31	28	50	21	7	40
gene_5419	0	0	11	14	24	11	16	43	16	2	23
gene_542	0	0	1	7	9	3	7	5	1	0	3
gene_5420	0	0	16	5	31	35	36	36	24	8	26
gene_5421	0	0	4	6	3	3	4	10	4	1	6
gene_5422	0	0	2	9	16	3	9	8	3	0	4
gene_5423	0	0	7	5	25	5	11	14	5	3	7
gene_5424	0	0	1	1	2	5	5	7	2	1	3
gene_5425	0	0	1	4	4	2	4	8	0	0	3
gene_5426	0	0	0	0	0	0	0	0	0	0	0
gene_5427	0	0	2	5	11	5	12	16	2	0	10
gene_5428	0	0	1	7	12	2	9	16	9	14	13
gene_5429	0	0	8	15	22	32	54	63	6	8	30
gene_543	0	0	5	5	13	5	12	13	6	0	6
gene_5430	0	0	50	82	170	123	110	168	23	19	104
gene_5431	0	0	1	2	1	0	0	0	0	0	0
gene_5432	0	0	6	7	13	8	2	11	1	0	6
gene_5433	0	0	4	8	11	10	11	8	2	3	3
gene_5434	0	0	7	16	8	12	14	13	5	0	9
gene_5435	0	0	2	2	8	27	21	39	10	1	13
gene_5436	0	0	35	30	74	42	61	57	27	12	45
gene_5437	0	0	6	13	19	19	13	13	7	1	16
gene_5438	0	0	1	2	1	0	1	1	0	0	5
gene_5439	0	0	25	32	50	40	60	55	26	7	31
gene_544	0	0	1	6	7	4	1	4	9	0	3
gene_5440	0	0	12	16	42	24	35	39	11	2	35
gene_5441	0	0	0	3	16	6	11	16	3	0	10
gene_5442	0	0	3	25	44	41	22	50	32	9	57
gene_5443	0	0	2	10	11	15	21	26	6	1	12
gene_5444	0	0	0	0	0	0	0	1	0	0	0
gene_5445	0	0	11	14	24	16	19	15	6	5	14
gene_5446	0	0	3	4	10	14	7	10	11	2	6
gene_5447	0	0	0	0	0	0	0	0	0	0	0
gene_5448	0	0	0	0	0	0	0	0	0	0	0
gene_5449	0	0	2	7	10	8	11	17	6	5	7
gene_545	0	0	16	33	48	29	23	34	33	8	33
gene_5450	0	0	3	6	20	8	11	10	7	8	10
gene_5451	0	0	2	6	7	5	1	4	0	0	3
gene_5452	0	0	1	0	2	4	2	0	0	0	0
gene_5453	0	0	0	0	6	1	10	2	3	0	3
gene_5454	0	0	4	6	15	11	10	11	3	1	13
gene_5455	0	0	10	14	27	17	7	12	9	3	5
gene_5456	0	0	5	5	7	9	12	12	4	3	4
gene_5457	0	0	6	9	9	8	7	25	6	3	16
gene_5458	0	0	0	0	0	2	3	3	3	4	6
gene_5459	0	0	9	10	49	24	24	31	7	3	31
gene_546	0	0	6	4	11	13	7	5	4	1	2
gene_5460	0	0	7	8	9	8	12	13	7	3	6
gene_5461	0	0	7	14	13	18	33	49	30	9	50
gene_5462	0	0	10	32	30	16	28	36	44	12	69
gene_5463	0	0	11	10	16	23	37	31	11	7	17
gene_5464	0	0	0	0	0	5	1	2	11	1	2
gene_5465	0	0	17	17	43	44	27	28	22	6	34
gene_5466	0	0	1	0	2	1	0	2	2	0	1
gene_5467	0	0	7	17	14	13	18	17	7	1	7
gene_5468	0	0	0	0	0	2	0	3	0	0	0
gene_5469	0	0	0	3	1	1	0	0	0	1	1
gene_547	0	0	6	12	13	6	8	12	5	0	5
gene_5470	0	0	0	0	0	0	0	0	0	1	0
gene_5471	0	0	4	6	0	1	2	3	0	0	3
gene_5472	0	0	2	7	3	2	2	1	1	1	4
gene_5473	0	0	32	56	92	56	74	89	32	13	60
gene_5474	0	0	11	21	39	21	33	29	10	8	28
gene_5475	0	0	4	3	5	3	9	6	1	0	3
gene_5476	0	0	4	16	32	24	34	31	22	5	28
gene_5477	0	0	0	0	0	1	0	0	0	0	0
gene_5478	0	0	5	3	15	11	3	4	2	1	8
gene_5479	0	0	0	0	0	0	0	0	0	0	0
gene_548	0	0	13	10	22	24	10	9	12	4	7
gene_5480	0	0	0	0	0	0	0	0	0	0	0
gene_5481	0	0	0	0	0	0	0	0	0	0	0
gene_5482	0	0	5	3	14	2	2	3	2	2	4
gene_5483	0	0	0	0	0	0	0	0	0	0	0
gene_5484	0	0	0	0	0	0	0	0	0	0	0
gene_5485	0	0	5	11	10	3	14	16	1	3	6
gene_5486	0	0	2	6	9	2	4	15	6	1	5
gene_5487	0	0	1	2	5	4	12	7	0	1	1
gene_5488	0	0	0	0	0	0	0	0	1	0	3
gene_5489	0	0	3	8	24	2	15	19	5	0	15
gene_549	0	0	9	22	21	13	21	21	10	3	25
gene_5490	0	0	0	0	1	0	0	0	0	0	0
gene_5491	0	0	0	1	2	1	4	3	0	1	9
gene_5492	0	0	2	1	3	1	0	3	1	1	1
gene_5493	0	0	1	2	1	0	2	1	2	0	1
gene_5494	0	0	0	0	0	0	0	0	0	0	0
gene_5495	0	0	14	14	25	22	22	23	12	4	26
gene_5496	0	0	0	0	0	0	0	0	0	0	0
gene_5497	0	0	3	0	1	3	0	4	0	0	1
gene_5498	0	0	0	1	5	5	4	14	3	0	8
gene_5499	1	0	9	13	30	19	39	37	37	3	42
gene_55	0	0	3	4	4	2	6	3	1	0	0
gene_550	0	0	20	10	33	22	15	28	11	4	19
gene_5500	0	0	0	2	1	0	8	2	1	1	3
gene_5501	0	0	4	2	10	7	3	0	2	0	1
gene_5502	0	0	0	0	3	10	19	13	3	0	13
gene_5503	0	0	11	13	43	12	6	22	8	3	18
gene_5504	0	0	0	2	1	0	4	3	0	0	0
gene_5505	0	0	0	0	0	0	0	0	0	0	0
gene_5506	0	0	0	0	0	0	0	0	0	0	0
gene_5507	0	0	0	0	0	0	0	0	0	0	0
gene_5508	0	0	0	1	0	0	1	1	0	0	0
gene_5509	0	0	126	216	402	194	322	380	125	42	209
gene_551	0	0	4	12	23	16	14	15	4	0	6
gene_5510	0	0	30	42	95	71	51	95	19	13	53
gene_5511	0	0	0	0	0	1	0	1	0	0	0
gene_5512	0	0	2	2	1	0	0	2	1	0	0
gene_5513	0	0	86	110	230	94	169	222	112	43	235
gene_5514	0	0	3	9	9	16	18	25	5	8	7
gene_5515	0	0	0	2	3	2	0	2	1	3	3
gene_5516	0	0	8	14	15	12	16	29	8	2	12
gene_5517	0	0	0	0	1	0	1	0	0	0	2
gene_5518	0	0	4	12	19	14	18	30	4	0	5
gene_5519	0	0	1	1	2	6	3	8	5	0	4
gene_552	0	0	1	2	9	2	1	1	1	0	0
gene_5520	0	0	4	2	3	6	7	13	6	0	6
gene_5521	0	0	4	9	7	9	5	8	6	0	5
gene_5522	0	0	19	28	45	29	29	21	6	5	24
gene_5523	0	0	28	22	55	26	26	39	16	11	23
gene_5524	0	0	15	30	25	28	40	43	7	8	26
gene_5525	0	0	12	22	31	50	44	59	25	14	50
gene_5526	0	0	0	1	0	3	2	6	2	0	3
gene_5527	0	0	6	7	18	20	15	17	18	3	16
gene_5528	0	0	35	53	101	80	41	52	44	12	41
gene_5529	0	0	14	8	23	23	33	33	11	3	24
gene_553	0	0	17	18	16	15	27	19	6	8	20
gene_5530	0	0	3	12	18	11	15	19	9	7	43
gene_5531	0	0	15	27	47	43	42	59	30	5	28
gene_5532	0	0	19	34	33	25	19	39	10	6	23
gene_5533	0	0	12	12	17	11	15	28	18	3	27
gene_5534	0	0	18	20	40	68	37	47	40	3	35
gene_5535	0	0	13	11	22	11	11	11	13	7	22
gene_5536	0	0	11	24	29	12	11	19	5	6	6
gene_5537	0	0	10	21	29	35	35	38	9	11	35
gene_5538	0	0	7	19	17	6	20	32	12	6	12
gene_5539	0	0	3	7	17	3	13	9	3	1	7
gene_554	0	0	10	4	12	9	13	8	5	2	7
gene_5540	0	0	62	73	170	137	185	175	71	30	124
gene_5541	0	0	1	5	8	4	9	9	5	0	4
gene_5542	0	0	4	4	10	9	3	9	2	3	8
gene_5543	0	0	9	7	27	14	20	20	3	2	10
gene_5544	0	0	11	24	46	40	32	43	12	7	30
gene_5545	0	0	3	12	15	7	6	18	5	1	6
gene_5546	0	0	17	44	68	33	48	77	20	11	47
gene_5547	0	0	1	1	1	0	3	7	0	1	2
gene_5548	0	0	63	113	226	80	190	263	61	59	101
gene_5549	0	0	31	65	101	18	10	23	7	12	10
gene_555	0	0	0	1	1	3	5	4	4	2	1
gene_5550	0	0	28	106	117	46	33	108	34	18	64
gene_5551	0	0	35	77	141	99	124	118	25	11	77
gene_5552	0	0	24	22	76	51	34	49	43	9	52
gene_5553	0	0	11	27	36	97	108	122	55	16	61
gene_5554	0	0	19	23	44	20	32	54	22	11	29
gene_5555	0	0	2	2	0	1	0	7	1	0	2
gene_5556	0	0	0	0	0	0	0	0	0	0	0
gene_5557	0	0	0	0	0	0	0	0	0	0	0
gene_5558	0	0	0	0	0	0	0	0	0	0	0
gene_5559	0	0	15	22	30	22	22	24	8	3	20
gene_556	0	0	22	20	42	36	22	46	36	9	41
gene_5560	0	0	12	21	28	64	22	45	20	7	36
gene_5561	0	0	12	32	44	47	35	64	26	12	67
gene_5562	0	0	17	30	41	25	30	51	14	8	22
gene_5563	0	0	6	16	27	24	21	23	10	3	11
gene_5564	0	0	3	4	5	22	15	9	4	1	6
gene_5565	0	0	1	8	9	16	36	39	8	8	12
gene_5566	0	0	13	10	35	20	16	41	2	1	13
gene_5567	0	0	33	48	104	48	68	47	24	5	51
gene_5568	0	0	6	13	7	11	2	5	6	0	5
gene_5569	0	0	3	0	0	2	2	5	1	0	5
gene_557	0	0	16	30	58	27	33	42	12	5	34
gene_5570	0	0	0	1	5	6	3	9	4	1	3
gene_5571	0	0	8	15	20	16	32	35	6	8	30
gene_5572	0	0	5	11	6	4	6	8	3	1	2
gene_5573	0	0	1	3	5	5	2	7	0	0	2
gene_5574	0	0	0	3	5	3	3	1	0	0	3
gene_5575	0	0	3	2	10	6	14	9	1	1	10
gene_5576	0	0	0	10	3	9	2	5	5	2	8
gene_5577	0	0	1	10	19	9	24	18	11	3	17
gene_5578	0	0	2	5	6	2	0	2	2	0	1
gene_5579	0	0	27	61	105	42	38	62	44	14	88
gene_558	0	0	2	8	24	10	10	13	8	2	7
gene_5580	0	0	1	6	6	0	3	7	6	0	4
gene_5581	0	0	6	13	16	13	16	18	10	8	25
gene_5582	0	0	8	5	20	29	69	66	5	4	26
gene_5583	0	0	2	6	5	3	2	5	0	0	3
gene_5584	0	0	3	9	24	8	7	12	2	3	9
gene_5585	0	0	0	0	0	0	0	0	0	0	0
gene_5586	0	0	0	0	1	0	0	0	0	0	0
gene_5587	0	0	3	3	17	21	11	14	10	1	17
gene_5588	0	0	24	56	71	38	68	70	11	8	57
gene_5589	0	0	10	12	28	36	24	34	9	3	37
gene_559	0	0	3	6	11	3	2	6	3	1	3
gene_5590	0	0	19	13	32	45	10	41	14	10	35
gene_5591	0	0	15	18	28	12	34	21	3	5	18
gene_5592	0	0	0	0	0	0	0	0	0	0	0
gene_5593	0	0	2	1	1	0	0	2	1	0	0
gene_5594	0	0	91	91	272	159	157	207	111	40	141
gene_5595	0	0	56	92	139	97	116	150	48	24	109
gene_5596	0	0	1	11	4	11	22	11	8	0	6
gene_5597	0	0	1	2	2	4	2	3	1	0	2
gene_5598	0	0	0	4	3	6	5	12	1	1	3
gene_5599	0	0	2	0	6	6	2	8	0	2	2
gene_56	0	0	6	3	6	8	7	4	4	2	3
gene_560	0	0	17	19	37	16	12	18	6	2	17
gene_5600	0	0	10	10	23	7	15	22	6	4	11
gene_5601	0	0	17	28	65	43	20	33	7	10	22
gene_5602	0	0	8	14	18	18	11	29	11	12	16
gene_5603	0	0	1	3	2	14	21	30	5	3	8
gene_5604	0	0	0	6	11	10	18	18	3	5	9
gene_5605	0	0	0	0	0	0	0	0	0	0	0
gene_5606	0	0	4	19	20	80	80	90	44	61	64
gene_5607	0	0	0	1	3	0	8	6	0	0	3
gene_5608	0	0	12	12	19	22	17	15	20	7	19
gene_5609	0	0	5	19	24	17	29	29	13	3	24
gene_561	0	0	0	3	1	22	1	3	17	0	5
gene_5610	0	0	0	0	0	0	0	0	0	0	0
gene_5611	0	0	0	0	0	0	0	0	0	0	0
gene_5612	0	0	0	3	0	0	0	0	0	0	0
gene_5613	0	0	6	13	14	23	18	21	13	5	9
gene_5614	0	0	1	0	0	0	1	0	0	0	0
gene_5615	0	0	45	58	104	105	96	128	41	33	61
gene_5616	0	0	0	0	0	1	0	1	0	0	1
gene_5617	0	0	2	3	1	0	0	0	0	0	0
gene_5618	0	0	0	0	0	0	0	1	3	0	0
gene_5619	0	0	0	0	0	0	0	0	0	0	0
gene_562	0	0	0	0	1	3	0	0	0	0	1
gene_5620	0	0	0	0	0	0	0	0	0	0	0
gene_5621	0	0	13	14	31	15	13	18	6	1	12
gene_5622	0	0	1	2	0	3	3	7	0	0	0
gene_5623	0	0	0	0	0	0	0	0	0	0	0
gene_5624	0	0	7	14	28	22	18	26	9	2	29
gene_5625	0	0	5	9	28	36	37	35	13	5	19
gene_5626	0	0	0	1	1	1	0	1	1	1	0
gene_5627	0	0	0	0	0	0	0	0	0	0	0
gene_5628	1	0	50	49	81	152	131	133	95	27	122
gene_5629	0	0	7	8	12	19	15	27	5	5	29
gene_563	0	0	10	36	65	48	21	23	14	6	9
gene_5630	0	0	1	3	2	6	6	7	3	4	6
gene_5631	0	0	0	2	3	4	1	1	0	0	1
gene_5632	0	0	9	17	22	26	8	20	4	0	9
gene_5633	0	0	14	27	35	41	38	35	11	6	28
gene_5634	0	0	2	0	2	3	5	7	7	1	7
gene_5635	0	0	2	0	1	1	0	0	0	1	0
gene_5636	0	0	4	3	0	4	1	2	3	0	0
gene_5637	0	0	1	4	6	7	9	14	1	1	12
gene_5638	0	0	7	15	22	21	20	24	9	5	24
gene_5639	0	0	6	3	12	12	9	14	9	4	16
gene_564	0	0	10	14	12	16	12	8	6	3	9
gene_5640	0	0	16	25	29	23	51	80	16	6	30
gene_5641	0	0	3	8	14	10	12	17	7	3	11
gene_5642	0	0	6	7	10	11	27	24	14	4	35
gene_5643	0	0	1	0	1	1	2	1	1	0	1
gene_5644	0	0	6	4	13	4	7	6	9	2	5
gene_5645	0	0	3	8	9	11	9	10	2	1	9
gene_5646	0	0	1	4	7	3	3	2	0	0	3
gene_5647	0	0	0	0	0	0	0	0	0	0	0
gene_5648	0	0	7	7	19	4	13	19	5	0	9
gene_5649	0	0	5	5	10	8	12	9	5	1	9
gene_565	0	0	9	11	15	5	7	9	4	2	7
gene_5650	0	0	0	0	0	0	0	0	0	0	0
gene_5651	0	0	15	40	82	74	56	82	39	19	69
gene_5652	0	0	1	3	5	1	2	3	0	0	3
gene_5653	0	0	0	0	0	0	0	0	0	0	0
gene_5654	0	0	0	0	0	0	0	0	0	0	0
gene_5655	0	0	0	0	0	0	0	0	0	0	0
gene_5656	0	0	0	0	0	0	0	0	0	0	0
gene_5657	0	0	0	0	0	0	2	0	1	0	0
gene_5658	0	0	0	0	0	0	0	0	0	0	0
gene_5659	0	0	0	0	0	0	0	0	0	0	0
gene_566	0	0	1	7	4	6	11	11	2	1	6
gene_5660	0	0	0	0	0	0	0	0	0	0	0
gene_5661	0	0	0	0	0	0	0	0	0	0	0
gene_5662	0	0	0	0	0	0	0	0	0	0	0
gene_5663	0	0	0	0	0	0	0	0	0	0	0
gene_5664	0	0	21	9	30	71	64	81	34	14	47
gene_5665	0	0	3	8	6	4	6	7	1	0	1
gene_5666	0	0	0	0	0	0	0	0	0	0	0
gene_5667	0	0	2	2	3	7	6	7	5	0	9
gene_5668	0	0	16	11	45	39	52	51	26	6	30
gene_5669	0	0	0	0	0	0	0	0	0	0	0
gene_567	0	0	5	12	15	18	10	12	3	3	12
gene_5670	0	0	15	12	30	19	15	33	15	2	21
gene_5671	0	0	0	0	0	0	0	0	0	0	0
gene_5672	0	0	1	0	3	7	8	6	5	1	4
gene_5673	0	0	0	0	0	0	0	0	0	0	0
gene_5674	0	0	0	0	0	0	0	0	0	0	0
gene_5675	0	0	0	0	0	0	0	0	0	0	0
gene_5676	0	0	0	0	0	0	0	0	0	0	0
gene_5677	0	0	0	0	0	0	0	0	0	0	0
gene_5678	0	0	25	27	43	37	26	35	23	7	20
gene_5679	0	0	0	0	0	0	0	0	0	0	0
gene_568	0	0	5	14	12	17	26	33	12	1	31
gene_5680	0	0	1	2	16	9	7	11	2	0	9
gene_5681	0	0	53	63	115	93	104	150	51	14	81
gene_5682	0	0	13	9	18	19	17	21	13	6	17
gene_5683	0	0	11	11	10	9	15	9	7	2	3
gene_5684	0	0	0	1	0	1	0	4	1	1	0
gene_5685	0	0	6	9	24	4	12	14	4	2	7
gene_5686	0	0	83	73	176	113	106	122	68	32	128
gene_5687	0	0	0	0	0	0	0	0	0	0	0
gene_5688	0	0	4	2	14	3	9	10	1	4	5
gene_5689	0	0	3	2	2	0	2	2	0	0	0
gene_569	0	0	50	63	128	142	143	165	47	21	59
gene_5690	0	0	11	18	33	14	18	27	8	3	19
gene_5691	0	0	2	4	5	6	2	4	0	0	4
gene_5692	0	0	47	70	154	86	87	113	39	20	73
gene_5693	0	0	0	1	1	0	1	0	0	0	0
gene_5694	0	0	0	7	8	5	3	3	2	0	4
gene_5695	0	0	15	20	43	121	113	188	101	39	114
gene_5696	0	0	17	17	15	37	17	29	11	8	19
gene_5697	0	0	0	8	7	631	9	40	11	2	11
gene_5698	0	0	2	4	25	2	3	4	1	1	2
gene_5699	0	0	0	0	0	0	0	1	0	0	0
gene_57	0	0	0	0	0	0	0	2	0	0	0
gene_570	0	0	17	29	35	35	28	77	23	1	30
gene_5700	0	0	6	10	7	0	3	6	1	0	5
gene_5701	0	0	1	4	3	0	2	0	0	0	2
gene_5702	0	0	0	0	1	0	0	0	0	0	0
gene_5703	0	0	14	9	25	16	16	20	6	1	19
gene_5704	0	0	9	8	19	26	18	39	13	2	25
gene_5705	0	0	3	9	18	4	8	12	2	2	11
gene_5706	0	0	10	9	18	9	3	31	5	4	9
gene_5707	0	0	10	17	48	19	19	25	14	1	26
gene_5708	0	0	35	58	102	70	53	75	13	17	36
gene_5709	0	0	0	0	0	0	0	0	0	0	0
gene_571	0	0	0	0	0	1	1	0	0	0	0
gene_5710	0	0	0	1	5	1	2	6	2	2	0
gene_5711	0	0	0	0	0	0	0	0	0	0	0
gene_5712	0	0	2	3	2	3	11	5	5	1	4
gene_5713	0	0	9	15	26	16	19	29	16	6	15
gene_5714	0	0	0	0	3	1	2	1	3	0	3
gene_5715	0	0	0	0	0	0	0	0	0	0	0
gene_5716	0	0	15	49	82	14	12	19	5	5	15
gene_5717	0	0	21	22	36	40	44	41	13	10	30
gene_5718	0	0	3	9	18	10	6	8	10	7	23
gene_5719	0	0	8	19	32	11	23	24	2	5	12
gene_572	0	0	3	8	14	20	32	23	7	1	17
gene_5720	0	0	14	22	36	17	26	39	6	3	20
gene_5721	0	0	0	2	14	6	6	7	5	3	7
gene_5722	0	0	9	23	30	17	35	39	10	7	53
gene_5723	0	0	2	10	21	17	19	13	3	0	12
gene_5724	0	0	1	5	16	1	7	9	1	0	5
gene_5725	0	0	1	0	4	2	5	11	4	1	4
gene_5726	0	0	0	0	0	0	0	0	0	0	0
gene_5727	0	0	0	0	0	0	0	0	0	0	0
gene_5728	0	0	6	14	38	57	76	107	54	15	75
gene_5729	0	0	2	11	28	31	32	43	22	10	46
gene_573	0	0	0	5	8	2	7	10	0	0	0
gene_5730	0	0	14	28	40	38	42	63	25	6	40
gene_5731	0	0	2	6	19	6	14	5	9	1	9
gene_5732	0	0	0	2	3	6	11	2	0	0	1
gene_5733	0	0	0	0	0	0	1	0	0	0	0
gene_5734	0	0	36	82	116	276	297	356	91	29	221
gene_5735	0	0	4	23	6	17	3	4	3	2	1
gene_5736	0	0	3	11	16	18	21	19	5	6	14
gene_5737	0	0	5	5	19	4	12	4	7	2	13
gene_5738	0	0	13	7	21	15	18	18	19	5	24
gene_5739	0	0	43	80	123	101	119	164	54	19	110
gene_574	0	0	0	0	0	0	0	2	1	0	1
gene_5740	0	0	0	1	2	1	3	6	3	1	2
gene_5741	0	0	26	29	49	48	49	52	18	2	25
gene_5742	0	0	0	0	0	0	0	0	0	0	0
gene_5743	0	0	53	33	70	73	50	65	39	10	49
gene_5744	0	0	1	2	2	5	6	2	2	1	0
gene_5745	0	0	24	37	79	96	85	147	35	23	77
gene_5746	0	0	0	0	1	2	6	11	11	1	25
gene_5747	0	0	16	13	21	12	19	37	8	1	16
gene_5748	0	0	1	3	4	2	4	5	2	0	1
gene_5749	0	0	44	84	155	92	91	98	44	18	68
gene_575	0	0	4	6	14	21	15	17	6	3	13
gene_5750	0	0	2	4	4	2	6	7	4	2	4
gene_5751	0	0	5	6	13	9	6	5	4	0	4
gene_5752	0	0	7	10	22	15	25	28	8	8	21
gene_5753	0	0	33	36	63	83	104	122	51	8	102
gene_5754	0	0	14	14	22	13	16	26	11	4	26
gene_5755	0	0	6	12	7	8	9	19	4	6	7
gene_5756	0	0	0	0	2	0	2	1	0	0	2
gene_5757	0	0	0	0	0	0	0	0	0	0	0
gene_5758	0	0	0	0	0	0	0	0	0	0	0
gene_5759	0	0	1	1	2	2	3	0	1	0	0
gene_576	0	0	3	15	11	63	18	32	21	6	19
gene_5760	0	0	9	25	39	29	34	55	15	6	27
gene_5761	0	0	6	6	15	13	12	18	10	7	16
gene_5762	0	0	1	3	5	2	4	3	0	1	4
gene_5763	0	0	7	8	13	14	20	33	13	3	14
gene_5764	0	0	6	5	21	9	15	10	6	2	10
gene_5765	0	0	0	0	0	0	0	0	0	0	0
gene_5766	0	0	9	5	4	4	11	7	3	2	6
gene_5767	0	0	12	10	33	12	20	19	14	3	20
gene_5768	0	0	6	5	11	9	12	20	8	2	15
gene_5769	0	0	4	3	11	8	8	12	6	7	12
gene_577	0	0	24	59	85	45	22	51	23	8	33
gene_5770	0	0	0	0	0	0	0	0	0	0	0
gene_5771	0	0	1	0	1	0	0	1	0	0	0
gene_5772	0	0	1	0	0	0	0	1	0	0	1
gene_5773	0	0	5	4	4	25	11	11	10	1	6
gene_5774	0	0	2	1	4	4	0	1	2	0	5
gene_5775	0	0	0	0	0	0	0	0	0	0	0
gene_5776	0	0	8	13	14	9	19	28	7	2	20
gene_5777	0	0	4	8	19	4	4	6	0	0	5
gene_5778	0	0	3	8	18	5	15	14	4	1	5
gene_5779	0	0	33	57	109	54	100	129	31	15	91
gene_578	0	0	24	13	54	41	34	34	27	10	31
gene_5780	0	0	5	3	22	4	6	4	3	0	5
gene_5781	1	0	23	47	82	48	47	56	22	4	45
gene_5782	0	0	0	0	0	0	0	0	0	0	0
gene_5783	0	0	6	5	2	1	3	8	1	0	4
gene_5784	0	0	0	0	0	1	0	0	0	0	0
gene_5785	0	0	0	0	0	0	0	0	0	3	2
gene_5786	0	0	0	3	1	4	7	12	0	1	5
gene_5787	0	0	4	8	10	4	11	12	1	0	13
gene_5788	0	0	23	36	56	28	52	58	22	11	40
gene_5789	0	0	21	44	72	28	36	41	12	4	21
gene_579	0	0	6	4	10	15	19	19	7	5	14
gene_5790	0	0	2	2	3	3	5	2	1	0	2
gene_5791	0	0	1	6	5	5	10	3	4	0	5
gene_5792	0	0	6	11	22	13	8	13	4	1	20
gene_5793	1	0	11	16	20	37	34	32	13	11	39
gene_5794	0	0	4	15	28	14	21	23	3	5	17
gene_5795	0	0	20	62	57	75	69	78	28	12	46
gene_5796	0	0	70	72	171	119	112	123	75	24	108
gene_5797	0	0	22	16	24	45	41	55	38	18	46
gene_5798	0	0	2	5	7	10	9	20	5	2	9
gene_5799	1	0	12	21	45	18	24	37	4	4	34
gene_58	0	0	6	9	9	8	2	8	6	0	10
gene_580	0	0	0	0	0	0	1	0	0	0	1
gene_5800	0	0	7	21	29	12	17	22	11	2	19
gene_5801	0	0	0	0	6	5	8	4	5	4	16
gene_5802	0	0	0	1	2	5	3	3	3	0	2
gene_5803	0	0	5	6	16	11	38	26	10	5	31
gene_5804	0	0	0	0	0	0	0	0	0	0	0
gene_5805	0	0	0	0	0	0	0	0	0	0	0
gene_5806	0	0	6	7	5	4	5	11	3	0	2
gene_5807	0	0	7	17	27	13	18	18	6	0	12
gene_5808	0	0	0	6	5	4	6	1	1	0	2
gene_5809	0	0	0	0	0	0	0	0	0	0	0
gene_581	0	0	0	0	0	0	0	0	0	0	1
gene_5810	0	0	0	7	7	10	7	16	0	1	6
gene_5811	0	0	1	3	8	10	5	8	2	0	5
gene_5812	0	0	4	9	18	7	6	6	4	0	4
gene_5813	0	0	0	0	0	0	0	0	0	0	0
gene_5814	0	0	47	61	107	78	71	97	44	21	81
gene_5815	0	0	5	0	7	6	0	4	0	3	2
gene_5816	0	0	28	55	85	27	17	33	13	10	14
gene_5817	0	0	5	8	9	1	2	9	1	0	7
gene_5818	0	0	3	1	5	0	5	1	2	0	2
gene_5819	0	0	3	4	21	12	5	15	12	3	9
gene_582	0	0	0	0	0	0	0	0	0	0	0
gene_5820	0	0	57	113	130	147	105	137	26	11	54
gene_5821	0	0	0	0	0	0	1	0	0	0	0
gene_5822	0	0	6	37	63	33	33	40	16	2	30
gene_5823	0	0	3	5	13	4	5	10	3	3	7
gene_5824	0	0	10	13	9	4	3	17	5	4	6
gene_5825	0	0	0	0	0	0	0	0	0	0	0
gene_5826	0	0	0	2	2	0	1	1	1	0	2
gene_5827	0	0	73	218	272	9	23	34	8	3	11
gene_5828	0	0	1	2	18	11	12	19	7	1	15
gene_5829	0	0	0	5	3	0	1	3	0	0	1
gene_583	0	0	20	25	42	30	29	41	3	8	27
gene_5830	0	0	26	35	50	47	44	65	33	6	46
gene_5831	0	0	6	10	12	9	13	12	0	2	13
gene_5832	0	0	0	0	0	0	0	0	0	0	0
gene_5833	0	0	0	0	0	0	0	0	0	0	0
gene_5834	0	0	6	3	10	12	13	4	1	3	8
gene_5835	0	0	11	23	40	27	38	48	16	3	47
gene_5836	0	0	4	3	12	3	6	20	4	0	13
gene_5837	0	0	87	171	264	143	146	200	28	18	89
gene_5838	0	0	11	10	26	23	18	31	15	1	15
gene_5839	0	0	0	0	0	0	0	0	0	0	0
gene_584	0	0	14	9	30	19	23	19	9	5	20
gene_5840	0	0	0	0	0	0	0	0	0	0	0
gene_5841	0	0	5	13	23	14	14	7	1	7	7
gene_5842	0	0	4	12	17	5	3	2	1	0	2
gene_5843	0	0	1	1	7	7	8	3	1	3	4
gene_5844	0	0	8	3	15	6	7	9	1	2	5
gene_5845	0	0	0	20	15	2	8	14	12	1	40
gene_5846	0	0	0	0	0	0	0	0	0	0	0
gene_5847	0	0	42	57	106	49	97	72	40	18	63
gene_5848	0	0	10	10	4	8	4	9	2	1	6
gene_5849	0	0	0	0	0	0	1	2	2	2	5
gene_585	0	0	0	1	0	0	0	1	0	0	0
gene_5850	0	0	1	4	7	11	15	28	7	7	18
gene_5851	0	0	5	2	7	4	6	15	2	2	11
gene_5852	0	0	26	23	31	13	26	25	11	2	20
gene_5853	0	0	0	0	2	6	7	12	2	1	3
gene_5854	0	0	4	2	6	1	2	0	2	0	3
gene_5855	0	0	8	8	26	27	19	30	9	1	20
