GeneID	GCWZY	GCWZZ	GCXAA	GCXAB	GCXAC	GCXAG	GCXAH	GCXAN	GCXAO	GCXAP	GCXAS	GCXAT
gene_5713	0	0	0	17	27	16	14	18	7	4	4	6
gene_5714	0	0	0	0	2	6	0	4	2	0	0	0
gene_5715	0	0	0	0	0	0	0	0	0	0	0	0
gene_5716	0	0	0	16	104	49	10	11	9	7	1	12
gene_5717	0	0	0	40	48	39	13	23	22	11	11	23
gene_5718	0	0	0	18	15	17	5	13	6	11	7	7
gene_5719	0	0	0	18	13	18	5	12	5	7	3	3
gene_572	0	0	0	8	12	10	14	23	10	12	2	9
gene_5720	0	0	0	20	21	24	12	17	5	1	10	12
gene_5721	0	0	0	8	7	1	2	8	1	0	2	0
gene_5722	0	0	0	43	13	24	11	38	23	9	12	13
gene_5723	1	0	0	12	18	16	4	9	6	0	4	4
gene_5724	0	0	0	4	5	11	2	1	0	7	0	0
gene_5725	0	0	0	2	1	3	2	4	7	0	1	1
gene_5726	0	0	0	0	1	0	0	0	0	0	0	0
gene_5727	0	0	0	0	0	0	0	0	0	0	0	1
gene_5728	0	0	0	27	25	43	50	40	49	17	17	34
gene_5729	0	0	0	13	9	11	20	23	21	5	14	10
gene_573	0	0	0	4	6	10	0	3	2	0	1	1
gene_5730	0	0	0	27	24	21	20	28	22	9	7	17
gene_5731	0	0	0	7	12	14	9	10	10	4	0	5
gene_5732	0	0	0	3	2	6	2	0	2	0	2	4
gene_5733	0	0	0	0	0	0	0	0	0	0	0	0
gene_5734	0	0	0	131	113	123	78	257	210	65	54	107
gene_5735	0	0	0	6	10	11	4	3	3	2	0	5
gene_5736	0	0	0	10	8	8	3	7	8	3	3	5
gene_5737	0	0	0	11	7	6	5	17	13	3	4	2
gene_5738	0	0	0	19	16	17	9	21	8	6	3	16
gene_5739	0	0	0	114	138	120	60	90	61	27	27	51
gene_574	0	0	0	4	0	2	0	3	1	0	0	0
gene_5740	0	0	0	0	0	1	0	2	3	1	0	0
gene_5741	0	0	0	25	28	51	13	33	14	15	11	4
gene_5742	0	0	0	0	0	0	0	0	0	0	0	0
gene_5743	0	0	0	34	65	106	26	50	29	19	17	33
gene_5744	0	0	0	0	1	0	1	1	4	0	0	3
gene_5745	0	0	0	46	55	50	50	69	45	40	22	22
gene_5746	0	0	0	3	2	0	2	9	5	5	4	28
gene_5747	0	0	0	22	26	22	10	15	8	5	5	7
gene_5748	0	0	0	1	9	5	1	2	0	1	2	2
gene_5749	0	0	0	77	113	130	35	64	39	30	22	38
gene_575	0	0	0	8	16	19	2	17	8	10	3	5
gene_5750	0	0	0	4	5	12	4	5	1	1	1	2
gene_5751	0	0	0	5	6	6	2	7	2	0	2	2
gene_5752	0	0	0	15	15	15	5	27	11	2	5	10
gene_5753	0	0	0	53	60	65	37	86	42	39	26	51
gene_5754	0	0	0	11	17	12	10	21	18	10	11	20
gene_5755	0	0	0	13	13	13	3	5	5	5	1	6
gene_5756	0	0	0	0	1	0	0	0	4	0	1	0
gene_5757	0	0	0	0	0	0	0	0	0	0	0	0
gene_5758	0	0	0	0	0	0	0	0	0	0	0	0
gene_5759	0	0	0	0	0	1	0	1	1	1	2	0
gene_576	0	0	0	16	12	20	8	12	13	3	13	11
gene_5760	0	0	0	42	17	27	12	32	20	12	9	14
gene_5761	0	0	0	17	14	11	7	13	7	9	1	9
gene_5762	0	0	0	5	3	0	1	2	1	0	0	2
gene_5763	0	0	0	15	8	11	6	12	5	8	8	6
gene_5764	0	0	0	9	13	10	3	7	4	3	6	5
gene_5765	0	0	0	0	0	0	0	0	0	0	0	0
gene_5766	0	0	0	4	3	5	0	5	3	0	1	3
gene_5767	0	0	0	11	18	20	7	23	8	4	3	9
gene_5768	0	0	0	5	10	10	6	15	4	3	0	6
gene_5769	0	0	0	8	11	8	6	13	4	5	2	6
gene_577	0	0	0	99	73	62	12	32	16	14	18	31
gene_5770	0	0	0	0	0	0	0	0	0	0	0	0
gene_5771	0	0	0	4	1	1	0	0	0	0	0	0
gene_5772	0	0	0	0	0	0	0	0	0	0	0	0
gene_5773	0	0	0	2	5	9	7	7	6	0	0	5
gene_5774	0	0	0	4	6	0	1	1	1	2	3	1
gene_5775	0	0	0	0	0	0	0	0	0	0	0	0
gene_5776	0	0	0	19	26	14	16	19	15	15	4	8
gene_5777	0	0	0	7	9	11	1	4	5	1	0	5
gene_5778	0	0	0	13	13	13	6	3	8	2	2	4
gene_5779	0	1	0	54	64	93	32	70	39	24	19	27
gene_578	0	0	0	23	36	51	15	31	9	8	6	24
gene_5780	0	0	0	5	16	13	4	3	4	3	3	3
gene_5781	0	0	0	60	53	76	13	50	19	21	10	13
gene_5782	0	0	0	0	0	0	0	0	0	0	0	0
gene_5783	0	0	0	7	3	4	4	5	2	0	1	2
gene_5784	0	0	0	2	2	0	0	0	0	0	0	0
gene_5785	0	0	0	0	0	0	0	0	0	0	0	1
gene_5786	0	0	0	3	0	3	4	11	5	0	5	1
gene_5787	0	0	0	15	14	4	3	8	2	0	2	4
gene_5788	0	0	0	49	59	39	20	36	35	15	14	30
gene_5789	0	0	0	31	80	103	12	38	16	12	7	18
gene_579	0	0	0	7	5	10	6	14	14	2	4	10
gene_5790	0	0	0	1	3	8	0	2	2	3	0	2
gene_5791	0	0	0	1	4	10	0	0	0	0	0	5
gene_5792	0	0	0	9	14	29	2	7	5	5	3	7
gene_5793	0	0	0	51	31	21	12	44	10	12	5	17
gene_5794	0	0	0	17	5	14	8	25	7	8	2	11
gene_5795	0	0	0	53	59	54	40	56	35	21	17	20
gene_5796	0	0	0	90	125	218	54	109	42	39	33	96
gene_5797	0	0	0	15	19	43	21	29	14	13	12	17
gene_5798	0	0	0	5	3	5	4	7	5	3	2	9
gene_5799	0	0	0	20	32	35	6	23	19	12	4	12
gene_58	0	0	0	4	7	14	2	3	0	4	0	1
gene_580	0	0	0	0	0	1	0	0	0	0	0	0
gene_5800	0	0	0	28	25	21	6	23	12	11	4	6
gene_5801	0	0	0	3	7	7	1	8	5	4	7	5
gene_5802	0	0	0	0	1	2	1	0	0	1	1	4
gene_5803	0	0	0	29	13	17	5	22	7	4	6	10
gene_5804	0	0	0	0	0	0	0	0	0	0	0	0
gene_5805	0	0	0	0	0	0	0	0	0	0	0	0
gene_5806	0	0	0	3	2	11	6	1	1	0	1	3
gene_5807	0	0	0	8	25	22	4	16	4	0	4	2
gene_5808	0	0	0	2	4	5	0	3	2	0	0	0
gene_5809	0	0	0	0	0	1	0	0	0	0	0	0
gene_581	0	0	0	0	1	0	0	0	0	1	0	0
gene_5810	0	0	0	3	9	8	1	4	3	2	1	3
gene_5811	0	0	0	2	8	6	1	5	4	0	0	3
gene_5812	0	0	0	11	15	20	4	6	1	2	1	1
gene_5813	0	0	0	0	0	0	0	0	0	0	0	0
gene_5814	0	0	0	54	81	96	25	83	39	20	26	53
gene_5815	0	0	0	2	10	7	2	3	1	3	0	1
gene_5816	0	0	0	40	80	72	15	9	7	8	8	13
gene_5817	0	0	0	4	8	9	4	5	6	2	1	4
gene_5818	0	0	0	0	1	11	2	2	0	1	0	0
gene_5819	0	0	0	4	7	13	4	4	6	5	2	3
gene_582	0	0	0	0	0	0	0	0	0	0	0	0
gene_5820	0	0	0	197	182	80	47	116	62	23	28	36
gene_5821	0	0	0	0	0	0	0	0	0	0	0	0
gene_5822	0	0	0	15	39	42	9	21	13	3	8	9
gene_5823	0	0	0	3	18	7	2	9	6	3	4	3
gene_5824	0	0	0	13	11	35	2	5	9	2	2	6
gene_5825	0	0	0	0	0	1	0	0	0	0	0	0
gene_5826	0	0	0	1	1	3	1	3	2	0	0	0
gene_5827	0	0	0	107	263	150	6	10	11	5	6	10
gene_5828	0	0	0	7	7	14	4	9	8	2	3	2
gene_5829	0	0	0	1	1	0	0	2	1	0	0	0
gene_583	0	0	0	40	27	38	15	31	17	10	13	22
gene_5830	0	0	0	38	78	80	17	41	27	20	17	38
gene_5831	0	0	0	12	11	13	3	5	2	4	2	6
gene_5832	0	0	0	0	0	0	0	0	0	0	0	0
gene_5833	0	0	0	0	0	0	0	0	0	0	0	0
gene_5834	0	0	0	1	10	7	3	8	4	4	1	4
gene_5835	0	0	0	49	52	68	13	27	21	12	10	17
gene_5836	0	0	0	10	6	14	1	11	8	0	6	5
gene_5837	0	0	0	173	262	151	42	127	43	20	27	36
gene_5838	0	0	0	18	16	14	4	20	8	5	3	9
gene_5839	0	0	0	0	1	0	0	0	1	0	0	0
gene_584	0	0	0	9	27	31	7	17	9	7	2	6
gene_5840	0	0	0	0	0	0	0	0	0	0	0	0
gene_5841	0	0	0	8	15	15	1	7	4	2	3	6
gene_5842	0	0	0	4	21	19	2	1	5	0	0	0
gene_5843	0	0	0	2	2	1	0	0	2	0	0	2
gene_5844	0	0	0	14	7	4	3	5	1	1	2	6
gene_5845	0	0	0	36	30	24	2	32	13	9	12	27
gene_5846	0	0	0	1	0	0	0	0	0	0	0	0
gene_5847	0	0	0	69	113	99	30	60	28	26	29	38
gene_5848	0	0	0	5	10	7	2	6	2	2	3	5
gene_5849	0	0	0	0	1	0	1	2	4	1	4	10
gene_585	0	0	0	0	0	0	0	0	0	0	0	0
gene_5850	0	0	0	10	9	4	8	11	8	4	9	13
gene_5851	0	0	0	7	8	7	2	5	0	2	3	5
gene_5852	0	0	0	25	31	24	6	16	10	7	5	8
gene_5853	0	0	0	0	0	0	5	10	5	2	1	4
gene_5854	0	0	0	5	6	5	2	5	2	0	0	2
gene_5855	0	0	0	16	15	25	11	18	22	11	13	12
gene_5856	0	0	0	10	8	6	3	17	4	3	5	8
gene_5857	0	0	0	4	0	0	1	4	0	0	0	1
gene_5858	0	0	0	0	1	1	2	7	4	3	0	1
gene_5859	0	0	0	4	9	24	1	4	10	5	4	4
gene_586	0	0	0	5	2	6	1	4	5	4	0	4
gene_5860	0	0	0	0	0	0	0	0	0	0	0	0
gene_5861	0	0	0	0	1	1	0	0	1	0	1	0
gene_5862	0	0	0	0	0	0	0	0	0	0	0	0
gene_5863	0	0	0	5	2	1	0	2	2	1	0	0
gene_5864	0	0	0	3	15	12	9	4	6	3	0	2
gene_5865	0	0	0	10	7	10	3	9	2	4	0	3
gene_5866	0	0	0	13	7	6	4	7	2	1	2	2
gene_5867	0	0	0	7	20	35	4	23	12	8	3	11
gene_5868	0	0	0	1	2	1	0	3	0	1	0	1
gene_5869	0	0	0	6	6	5	3	7	4	4	1	2
gene_587	0	0	0	1	1	2	2	0	1	0	1	0
gene_5870	0	0	0	31	18	27	22	58	33	16	11	21
gene_5871	0	0	0	9	15	22	4	9	11	7	5	11
gene_5872	0	0	0	1	0	0	2	3	1	1	2	0
gene_5873	0	0	0	175	96	121	39	246	114	37	25	28
gene_5874	0	0	0	0	2	4	1	5	1	0	1	0
gene_5875	0	0	0	3	11	9	5	8	7	3	2	7
gene_5876	0	0	0	5	1	9	0	5	1	1	7	4
gene_5877	0	0	0	4	5	6	1	3	3	2	0	3
gene_5878	0	0	0	6	10	23	7	16	10	9	2	6
gene_5879	0	0	0	9	10	19	8	21	18	3	4	6
gene_588	0	0	0	8	11	16	4	15	4	4	8	8
gene_5880	0	0	0	43	55	40	20	42	18	10	6	13
gene_5881	0	0	0	0	0	0	0	0	0	0	0	0
gene_5882	0	0	0	0	1	0	0	1	0	0	0	0
gene_5883	0	0	0	19	15	23	9	13	5	4	2	5
gene_5884	0	0	0	7	6	5	1	5	1	1	3	1
gene_5885	0	0	0	1	2	1	18	24	28	12	8	20
gene_5886	0	0	0	14	69	31	3	0	3	0	1	11
gene_5887	0	0	0	9	34	16	0	1	4	0	0	1
gene_5888	0	0	0	5	13	4	1	8	6	2	0	1
gene_5889	0	0	0	33	40	31	17	39	31	11	12	22
gene_589	0	0	0	3	6	7	2	1	0	1	2	0
gene_5890	0	0	0	28	67	48	8	25	32	7	14	25
gene_5891	0	0	0	0	0	0	0	0	0	0	0	0
gene_5892	0	0	0	1	5	3	0	2	1	1	0	4
gene_5893	0	0	0	0	0	0	0	0	0	0	2	2
gene_5894	0	0	0	26	38	50	14	23	18	14	11	19
gene_5895	0	0	0	0	0	0	0	0	0	0	0	0
gene_5896	0	0	0	7	7	25	4	10	4	3	2	4
gene_5897	0	0	0	1	1	1	1	4	3	0	1	0
gene_5898	0	0	0	14	18	22	10	23	15	9	5	12
gene_5899	0	0	0	15	10	10	7	19	11	3	5	10
gene_59	0	0	0	3	0	3	2	7	1	0	2	0
gene_590	0	0	0	15	22	19	10	11	5	8	5	9
gene_5900	0	0	0	1	2	6	0	2	3	0	0	2
gene_5901	0	0	0	1	8	26	0	4	5	2	2	5
gene_5902	0	0	0	10	13	20	11	18	9	5	5	11
gene_5903	0	0	0	0	0	0	0	0	0	0	1	0
gene_5904	0	0	0	12	12	19	10	11	4	1	3	9
gene_5905	0	0	0	4	2	7	1	3	3	2	6	3
gene_5906	1	0	0	423	293	253	78	243	104	64	80	94
gene_5907	0	0	0	19	16	17	17	32	13	5	5	12
gene_5908	0	0	0	4	7	10	2	3	0	1	2	1
gene_5909	0	0	0	1	12	6	0	0	0	0	0	0
gene_591	0	0	0	0	0	0	0	0	0	0	0	0
gene_5910	0	0	0	0	1	0	0	0	0	0	0	0
gene_5911	0	0	0	0	0	0	0	0	0	0	0	0
gene_5912	0	0	0	0	0	0	0	0	0	0	0	0
gene_5913	0	0	0	1	0	4	4	5	2	0	0	2
gene_5914	0	0	0	2	7	0	1	1	0	1	0	0
gene_5915	0	0	0	0	0	0	0	0	0	0	0	0
gene_5916	0	0	0	0	0	0	0	1	0	0	0	0
gene_5917	0	0	0	0	0	1	2	0	0	1	0	1
gene_5918	0	0	0	0	0	0	0	0	0	0	0	0
gene_5919	0	0	0	0	1	0	0	0	0	0	0	0
gene_592	0	0	0	12	26	35	18	18	14	10	3	6
gene_5920	0	0	0	4	7	4	4	4	1	0	1	3
gene_5921	0	0	0	2	1	2	2	3	6	2	2	7
gene_5922	0	0	0	0	2	1	2	1	0	0	1	0
gene_5923	0	0	0	36	46	73	24	63	26	18	22	21
gene_5924	0	0	0	0	0	0	0	0	0	0	0	0
gene_5925	0	0	0	1	3	4	1	1	0	1	0	0
gene_5926	0	0	0	1	0	2	1	0	0	0	0	0
gene_5927	0	0	0	0	0	0	0	0	0	0	0	0
gene_5928	0	0	0	2	1	2	0	1	0	0	0	0
gene_5929	0	0	0	32	23	18	12	37	18	10	8	15
gene_593	0	0	0	10	10	10	3	12	12	9	6	12
gene_5930	0	0	0	6	0	0	0	0	2	0	0	0
gene_5931	0	0	0	1	0	1	1	2	1	0	0	0
gene_5932	0	0	0	7	33	27	6	3	7	4	0	2
gene_5933	0	0	0	91	55	121	116	170	119	48	77	114
gene_5934	0	0	0	19	30	34	5	37	17	12	5	23
gene_5935	0	0	0	15	20	21	10	23	6	11	6	9
gene_5936	0	0	0	9	10	13	0	5	4	1	0	2
gene_5937	0	0	0	20	27	34	17	36	23	13	5	24
gene_5938	0	0	0	18	44	48	30	34	35	19	42	51
gene_5939	0	0	0	40	21	27	9	20	16	10	10	10
gene_594	0	0	0	2	1	0	2	3	1	2	2	2
gene_5940	0	0	0	0	0	0	0	0	0	0	0	0
gene_5941	0	0	0	6	10	15	3	7	3	1	2	3
gene_5942	0	0	0	1	4	8	4	7	4	9	2	1
gene_5943	0	0	0	18	19	31	9	28	11	12	12	7
gene_5944	0	0	0	13	34	50	5	7	4	1	2	8
gene_5945	0	0	0	25	20	19	13	42	19	12	18	23
gene_5946	0	0	0	0	0	0	0	0	0	0	0	0
gene_5947	0	0	0	0	0	0	0	0	0	0	0	0
gene_5948	0	0	0	0	0	0	0	0	0	0	0	0
gene_5949	0	0	0	17	13	19	1	6	5	4	6	7
gene_595	0	0	0	27	49	53	16	27	23	15	12	8
gene_5950	0	0	0	30	50	68	16	49	23	6	17	26
gene_5951	0	0	0	11	17	17	6	12	9	8	4	7
gene_5952	0	0	0	10	8	13	5	8	5	1	0	7
gene_5953	0	0	0	0	0	0	0	0	0	0	0	0
gene_5954	0	0	0	220	82	150	60	108	63	132	75	163
gene_5955	0	0	0	90	106	109	52	139	50	54	33	62
gene_5956	0	0	0	0	0	0	1	0	1	0	0	0
gene_5957	0	0	0	0	0	0	0	0	0	0	0	0
gene_5958	0	0	0	14	9	14	9	16	11	6	4	11
gene_5959	0	0	0	4	6	2	3	5	3	3	3	4
gene_596	0	0	0	2	5	7	0	5	4	3	1	1
gene_5960	0	0	0	0	0	2	1	0	0	0	0	0
gene_5961	0	0	0	14	14	13	10	17	4	0	4	6
gene_5962	0	0	0	9	11	24	4	7	7	1	2	3
gene_5963	0	0	0	10	6	6	2	5	6	0	0	1
gene_5964	0	0	0	0	2	1	0	2	0	1	3	5
gene_5965	0	0	0	6	15	5	4	6	7	3	1	4
gene_5966	0	0	0	48	67	81	31	70	28	11	25	26
gene_5967	0	0	0	3	13	4	0	5	4	0	1	0
gene_5968	0	0	0	40	54	51	27	45	21	22	13	31
gene_5969	0	0	0	0	0	6	1	4	2	2	1	2
gene_597	0	0	0	1	1	0	1	1	1	0	0	1
gene_5970	0	0	0	0	0	0	0	0	0	0	0	0
gene_5971	0	0	0	5	1	2	2	4	3	5	0	3
gene_5972	0	0	0	5	7	4	31	33	5	18	10	14
gene_5973	0	0	0	17	11	7	10	24	15	1	9	4
gene_5974	0	0	0	6	6	8	7	11	8	3	5	3
gene_5975	0	0	0	42	64	49	26	41	29	14	15	30
gene_5976	0	0	0	28	31	25	27	46	29	14	14	21
gene_5977	0	0	0	7	1	2	3	12	2	2	3	1
gene_5978	0	0	0	14	25	18	6	18	8	4	7	11
gene_5979	0	0	0	2	10	9	5	3	3	2	1	1
gene_598	0	0	0	14	18	16	25	34	13	17	15	8
gene_5980	0	0	0	1	3	0	1	1	1	0	0	0
gene_5981	0	0	0	0	0	0	0	0	0	0	0	0
gene_5982	0	0	0	20	5	12	4	14	3	3	1	3
gene_5983	0	0	0	29	7	14	3	8	6	9	4	12
gene_5984	0	0	0	5	1	4	3	3	1	2	0	2
gene_5985	0	0	0	9	20	11	7	17	16	16	6	26
gene_5986	0	0	0	57	80	40	12	26	9	13	5	20
gene_5987	0	0	0	2	1	11	1	3	3	0	0	4
gene_5988	0	0	0	0	2	0	0	0	0	0	0	0
gene_5989	0	0	0	9	8	8	2	10	1	3	1	15
gene_599	0	0	0	0	0	0	0	0	0	0	0	0
gene_5990	0	0	0	2	3	3	2	1	0	0	0	2
gene_5991	0	0	0	22	16	33	12	29	16	5	5	7
gene_5992	0	0	0	3	7	1	2	7	5	4	5	9
gene_5993	0	0	0	0	0	0	1	0	2	0	0	0
gene_5994	0	0	0	19	27	13	9	26	12	11	11	23
gene_5995	0	0	0	2	3	5	5	8	3	4	3	9
gene_5996	0	0	0	56	69	71	30	67	39	26	20	47
gene_5997	0	0	0	0	2	1	0	1	0	0	0	1
gene_5998	0	0	0	0	0	0	0	0	0	0	0	0
gene_5999	0	0	0	2	3	1	3	2	2	0	1	0
gene_6	0	0	0	21	26	26	8	22	21	12	6	10
gene_60	0	0	0	3	9	16	8	25	4	10	4	10
gene_600	0	0	0	0	2	2	4	4	2	0	2	4
gene_6000	0	0	0	20	37	25	6	28	8	6	3	11
gene_6001	0	0	0	0	0	0	1	2	1	0	0	0
gene_6002	0	0	0	1	2	2	1	5	1	1	1	1
gene_6003	0	0	0	4	8	12	3	7	3	3	2	9
gene_6004	0	0	0	0	8	5	0	2	1	0	2	1
gene_6005	0	0	0	33	30	36	11	36	13	6	7	18
gene_6006	0	0	0	5	5	12	1	1	3	1	1	4
gene_6007	0	0	0	43	22	17	18	47	17	14	10	19
gene_6008	0	0	0	7	6	6	5	8	5	3	2	8
gene_6009	0	0	0	2	2	0	1	1	1	1	1	1
gene_601	0	0	0	1	0	5	1	7	1	3	1	1
gene_6010	0	0	0	51	33	26	12	38	16	13	8	9
gene_6011	0	0	0	0	0	0	0	0	0	0	0	0
gene_6012	0	0	0	0	0	0	0	0	0	0	0	0
gene_6013	0	0	0	9	8	11	10	12	6	0	6	6
gene_6014	0	0	0	2	6	2	2	1	1	1	0	2
gene_6015	0	0	0	15	16	17	5	7	4	3	0	8
gene_6016	0	0	0	22	19	38	19	44	22	15	11	22
gene_6017	0	0	0	0	0	0	1	1	0	1	0	0
gene_6018	0	0	0	2	6	4	2	3	3	3	3	2
gene_6019	0	0	0	6	1	7	0	12	2	3	1	2
gene_602	0	0	0	7	4	13	3	7	3	1	0	1
gene_6020	0	0	0	0	0	0	0	0	0	0	0	0
gene_6021	0	0	0	2	0	2	1	1	2	0	0	0
gene_6022	0	0	0	3	6	6	3	4	4	4	1	4
gene_6023	0	0	0	5	0	1	0	3	2	0	0	0
gene_6024	0	0	0	2	2	4	21	9	7	6	3	0
gene_6025	0	0	0	3	3	6	2	7	0	1	3	1
gene_6026	0	0	0	0	2	5	0	5	1	2	0	1
gene_6027	0	0	0	50	29	27	28	70	29	37	11	26
gene_6028	0	0	0	0	0	2	0	1	5	0	0	0
gene_6029	0	0	0	0	0	0	0	0	1	0	0	0
gene_603	0	0	0	1	1	0	0	0	0	0	0	0
gene_6030	0	0	0	11	18	26	9	20	5	9	3	10
gene_6031	0	0	0	0	5	2	1	0	8	0	0	2
gene_6032	0	0	0	2	1	2	2	2	2	0	1	0
gene_6033	0	0	0	15	25	28	8	13	8	10	7	8
gene_6034	0	0	0	2	12	11	2	1	1	1	2	3
gene_6035	0	0	0	16	5	4	3	9	8	0	4	2
gene_6036	0	0	0	0	1	2	0	0	0	0	0	3
gene_6037	0	0	0	76	160	182	55	122	69	45	42	74
gene_6038	0	0	0	3	8	3	34	78	86	8	13	27
gene_6039	0	0	0	25	22	32	7	20	14	18	12	21
gene_604	0	0	0	8	12	10	14	15	6	1	3	7
gene_6040	0	0	0	26	39	28	12	22	23	14	8	13
gene_6041	0	0	0	6	3	6	0	3	3	1	0	4
gene_6042	0	0	0	1	0	2	1	2	0	0	1	5
gene_6043	0	0	0	24	55	36	22	46	19	10	14	9
gene_6044	0	0	0	0	0	0	0	0	0	0	0	0
gene_6045	0	0	0	4	12	4	2	6	0	1	1	2
gene_6046	0	0	0	1	2	4	0	2	5	3	0	1
gene_6047	0	0	0	5	2	3	0	5	0	0	0	4
gene_6048	0	0	0	8	10	22	4	10	14	7	6	7
gene_6049	0	0	0	10	7	19	7	9	10	6	5	8
gene_605	1	0	0	437	421	309	217	468	268	190	130	206
gene_6050	0	0	0	6	5	13	3	13	5	4	0	5
gene_6051	0	0	0	0	5	13	3	3	4	5	2	2
gene_6052	0	0	0	83	110	108	33	78	47	24	30	34
gene_6053	0	0	0	2	12	13	15	8	12	2	4	10
gene_6054	0	0	0	47	75	39	13	21	21	14	9	18
gene_6055	0	0	0	29	19	32	5	13	5	3	7	8
gene_6056	0	0	0	24	43	53	14	32	21	20	8	21
gene_6057	0	0	0	0	0	0	0	0	0	0	0	0
gene_6058	0	0	0	0	0	0	1	2	0	0	0	0
gene_6059	0	0	0	20	18	11	12	23	10	12	7	7
gene_606	0	0	0	6	5	7	1	3	1	0	3	1
gene_6060	0	0	0	13	17	8	9	27	10	7	7	5
gene_6061	0	0	0	12	6	8	4	9	4	4	6	2
gene_6062	0	0	0	14	10	14	6	9	4	2	4	5
gene_6063	0	0	0	145	103	46	5	35	8	1	21	1
gene_6064	0	0	0	34	72	77	7	28	8	4	6	4
gene_6065	0	0	0	10	8	10	1	10	3	6	4	6
gene_6066	0	0	0	1	2	0	0	2	0	0	2	0
gene_6067	0	0	0	6	7	5	4	6	3	2	2	1
gene_6068	0	0	0	0	0	0	0	0	0	0	0	0
gene_6069	0	0	0	0	0	0	0	0	0	0	0	0
gene_607	0	0	0	0	0	1	1	2	0	0	0	1
gene_6070	0	0	0	0	0	0	0	0	0	0	0	0
gene_6071	0	0	0	11	25	38	14	14	12	4	5	6
gene_6072	0	0	0	12	16	20	6	15	10	1	13	7
gene_6073	0	0	0	2	8	9	3	6	1	6	3	3
gene_6074	0	0	0	0	0	0	0	0	0	0	0	0
gene_6075	0	0	0	9	8	11	3	15	3	3	1	8
gene_6076	0	0	0	48	77	117	31	64	38	29	22	56
gene_6077	0	0	0	1	1	4	1	3	0	0	1	0
gene_6078	0	0	0	0	0	0	0	0	0	0	0	0
gene_6079	0	0	0	0	0	0	0	0	0	0	0	0
gene_608	0	0	0	4	3	8	4	7	3	1	0	0
gene_6080	0	0	0	0	0	0	0	0	0	0	0	0
gene_6081	0	0	0	3	4	4	0	1	0	0	0	1
gene_6082	0	0	0	0	0	0	0	0	0	0	0	0
gene_6083	0	0	0	4	0	5	0	1	1	0	2	0
gene_6084	0	0	0	0	0	0	0	0	0	0	0	0
gene_6085	0	0	0	1	0	2	1	2	3	1	1	4
gene_6086	0	0	0	0	0	0	2	0	0	0	1	0
gene_6087	0	0	0	6	7	1	1	5	4	0	0	2
gene_6088	0	0	0	0	0	1	0	0	0	0	0	2
gene_6089	0	0	0	14	7	11	3	6	4	5	4	4
gene_609	0	0	0	4	8	10	1	7	8	0	1	1
gene_6090	0	0	0	0	0	0	7	0	1	2	1	4
gene_6091	0	0	0	1	0	0	0	0	0	0	0	0
gene_6092	0	0	0	21	6	15	2	9	4	5	4	8
gene_6093	0	0	0	1	0	0	1	1	1	1	0	0
gene_6094	0	0	0	0	0	0	0	0	0	0	0	0
gene_6095	0	0	0	0	0	0	0	0	0	0	0	0
gene_6096	0	0	0	0	2	5	2	6	2	5	0	3
gene_6097	0	0	0	11	4	5	3	9	3	1	1	0
gene_6098	0	0	0	2	8	7	2	6	3	1	1	0
gene_6099	0	0	0	1	6	3	3	6	2	4	4	0
gene_61	0	0	0	1	0	1	2	3	1	0	0	0
gene_610	0	0	0	7	7	6	6	7	2	2	0	3
gene_6100	0	0	0	98	125	52	42	65	54	23	32	49
gene_6101	0	0	0	7	5	2	3	3	1	1	0	1
gene_6102	0	0	0	2	0	0	0	0	0	0	0	0
gene_6103	0	0	0	0	0	1	0	0	0	0	3	0
gene_6104	0	0	0	0	0	0	0	0	0	0	0	0
gene_6105	0	0	0	13	18	17	10	15	14	7	8	10
gene_6106	0	0	0	3	5	6	0	6	0	1	0	0
gene_6107	0	0	0	3	2	0	1	5	1	2	1	1
gene_6108	0	0	0	205	602	314	70	199	118	63	105	129
gene_6109	0	0	0	4	3	11	4	4	3	3	0	2
gene_611	0	0	0	18	17	10	4	10	2	3	3	8
gene_6110	0	0	0	61	41	59	43	49	39	12	14	36
gene_6111	0	0	0	1	0	4	6	6	0	7	0	1
gene_6112	0	0	0	40	27	15	16	17	22	10	15	14
gene_6113	0	0	0	1	0	0	0	0	0	0	0	0
gene_6114	0	0	0	19	10	9	2	16	9	3	7	9
gene_6115	0	0	0	1	0	2	0	10	1	1	0	2
gene_6116	0	0	0	5	2	2	5	9	2	1	2	2
gene_6117	0	0	0	5	6	2	2	3	0	2	5	2
gene_6118	0	0	0	0	0	0	0	1	0	0	0	0
gene_6119	0	0	0	8	7	9	1	11	8	3	5	6
gene_612	0	1	0	69	114	243	58	86	55	50	40	53
gene_6120	0	0	0	10	12	16	11	9	8	9	4	6
gene_6121	0	0	0	22	16	23	8	37	26	3	7	12
gene_6122	0	0	0	15	8	2	2	7	7	4	2	1
gene_6123	0	0	0	0	0	0	0	0	0	0	0	0
gene_6124	0	0	0	49	45	40	18	57	24	11	12	12
gene_6125	0	0	0	0	0	0	0	0	0	0	0	0
gene_6126	0	0	0	0	0	0	0	1	2	1	0	1
gene_6127	0	0	0	9	13	7	2	11	3	3	1	6
gene_6128	0	0	0	31	30	36	12	32	8	12	9	16
gene_6129	0	0	0	1	3	5	1	4	2	2	1	3
gene_613	0	0	0	48	39	43	18	34	19	18	7	16
gene_6130	0	0	0	1	4	9	0	4	1	0	0	1
