GeneID	GCUYS	GCUYT	GCUYU	GCUYW	GCUYX	GCUYY	GCUYZ	GCUZA	GCUZB	GCUYN	GCUYO
gene_1236	0	0	0	93	152	48	214	60	26	49	118
gene_1237	0	0	0	23	39	11	30	9	1	11	20
gene_1238	0	0	0	7	12	9	38	14	2	9	16
gene_1239	0	0	0	20	23	10	48	9	1	6	18
gene_124	0	0	0	13	19	5	18	14	0	15	11
gene_1240	0	0	0	107	106	55	122	64	41	70	126
gene_1241	0	0	0	3	6	3	7	0	0	0	1
gene_1242	0	0	0	71	111	56	149	35	14	22	94
gene_1243	0	0	0	94	85	76	151	53	23	46	84
gene_1244	0	0	0	1	2	0	5	0	0	1	3
gene_1245	0	0	0	1	0	3	3	1	1	0	5
gene_1246	0	0	0	10	28	7	42	3	3	4	7
gene_1247	0	0	0	37	49	43	80	25	6	31	63
gene_1248	0	0	0	0	0	0	0	0	0	0	1
gene_1249	0	0	0	1	0	0	0	0	0	0	1
gene_125	0	0	0	29	17	13	40	6	7	12	25
gene_1250	0	0	0	2	4	2	7	2	2	0	3
gene_1251	0	0	0	15	18	12	20	11	1	8	18
gene_1252	0	0	0	57	45	39	86	19	16	23	52
gene_1253	0	0	0	0	0	1	1	2	0	1	0
gene_1254	0	0	0	16	17	26	62	13	4	8	29
gene_1255	0	0	0	11	21	9	24	2	5	9	10
gene_1256	0	0	0	18	30	18	39	17	4	10	20
gene_1257	0	0	0	13	31	34	88	20	9	27	41
gene_1258	0	0	0	32	58	35	63	15	7	19	36
gene_1259	0	0	0	0	2	2	9	1	1	2	115
gene_126	0	0	0	6	10	4	8	0	2	2	4
gene_1260	0	0	0	0	1	1	0	0	0	0	0
gene_1261	0	0	0	11	17	13	49	9	2	6	17
gene_1262	0	0	0	20	31	11	23	4	4	5	21
gene_1263	0	0	0	69	92	87	197	57	23	48	97
gene_1264	0	0	0	240	258	182	447	147	66	139	264
gene_1265	0	0	0	10	6	2	8	3	1	2	9
gene_1266	0	0	0	17	13	6	15	7	4	6	9
gene_1267	0	0	0	9	20	18	29	3	7	8	11
gene_1268	0	0	0	25	19	10	42	4	6	10	23
gene_1269	0	0	0	8	15	9	35	5	1	5	14
gene_127	0	0	0	0	0	0	0	0	0	0	0
gene_1270	0	0	0	7	33	15	46	4	5	14	39
gene_1271	0	0	0	2	1	2	1	1	0	2	2
gene_1272	0	0	0	26	41	79	118	20	16	34	49
gene_1273	0	0	0	21	39	29	91	19	6	17	33
gene_1274	0	0	0	6	8	43	78	15	11	21	51
gene_1275	0	0	0	41	64	49	114	31	18	22	54
gene_1276	0	0	0	17	41	12	20	7	5	7	19
gene_1277	0	0	0	9	23	15	35	6	5	6	20
gene_1278	0	0	0	2	3	2	11	5	1	2	5
gene_1279	0	0	0	16	23	17	31	12	6	11	19
gene_128	0	0	0	10	9	8	17	9	3	8	7
gene_1280	0	0	0	62	135	41	117	33	4	22	61
gene_1281	0	0	0	132	94	40	149	40	26	28	78
gene_1282	0	0	0	118	285	238	653	209	76	180	298
gene_1283	0	0	0	0	1	0	0	0	0	0	0
gene_1284	0	0	0	66	46	16	66	19	12	9	42
gene_1285	0	0	0	37	21	14	39	8	6	4	20
gene_1286	0	0	0	17	30	38	127	8	12	27	98
gene_1287	0	0	0	0	2	1	0	0	3	0	0
gene_1288	0	0	0	25	44	15	39	4	8	8	20
gene_1289	0	0	0	10	21	9	16	8	3	5	15
gene_129	0	0	0	5	12	10	24	10	6	3	9
gene_1290	0	0	0	11	13	9	18	7	5	6	8
gene_1291	0	0	0	13	39	26	65	26	10	6	37
gene_1292	0	0	0	42	60	23	62	14	6	13	48
gene_1293	0	0	0	1	0	0	0	0	0	0	0
gene_1294	0	0	0	0	0	0	0	0	0	0	0
gene_1295	0	0	0	288	189	114	409	79	38	74	266
gene_1296	0	0	0	62	104	82	161	39	16	42	83
gene_1297	0	0	0	15	13	3	17	1	0	10	17
gene_1298	0	0	0	11	17	11	38	7	10	8	14
gene_1299	0	0	0	129	137	72	281	57	27	51	124
gene_13	0	0	0	3	9	14	31	7	6	15	21
gene_130	0	0	0	44	33	23	48	12	3	9	23
gene_1300	0	0	0	15	13	9	18	10	0	0	17
gene_1301	0	0	0	4	6	7	15	1	2	1	3
gene_1302	0	0	0	0	0	0	0	0	0	0	0
gene_1303	0	0	0	0	0	0	0	0	0	0	0
gene_1304	0	0	0	67	112	65	174	35	21	37	72
gene_1305	0	0	0	8	9	1	8	1	2	4	6
gene_1306	0	0	0	17	5	22	78	12	14	17	39
gene_1307	0	0	0	9	14	8	28	3	3	11	13
gene_1308	0	0	0	0	0	0	5	1	0	0	1
gene_1309	0	0	0	0	0	0	0	0	0	0	0
gene_131	0	0	0	51	74	19	69	22	16	18	36
gene_1310	0	0	0	10	14	1	16	2	3	2	12
gene_1311	0	0	0	5	1	0	3	3	0	0	1
gene_1312	0	0	0	41	38	24	92	16	13	19	44
gene_1313	0	0	0	28	41	17	73	13	9	9	46
gene_1314	0	0	0	5	14	10	34	1	2	13	14
gene_1315	0	0	0	33	35	35	78	14	7	16	48
gene_1316	0	0	0	22	29	18	39	15	6	8	30
gene_1317	0	0	0	48	53	43	93	17	10	26	52
gene_1318	0	0	0	8	8	7	8	4	3	3	12
gene_1319	0	0	0	81	99	75	252	57	34	46	140
gene_132	0	0	0	8	6	8	15	3	1	1	7
gene_1320	0	0	0	10	9	4	12	4	0	3	6
gene_1321	0	0	0	0	0	0	1	0	0	0	0
gene_1322	0	0	0	66	57	65	216	49	16	43	108
gene_1323	0	0	0	138	157	114	355	83	39	67	188
gene_1324	0	0	0	13	18	12	30	1	8	6	17
gene_1325	0	0	0	40	88	51	121	18	10	33	58
gene_1326	0	0	0	38	23	33	110	16	8	13	46
gene_1327	0	0	0	16	25	12	52	10	6	6	21
gene_1328	0	0	0	6	18	5	10	1	2	3	1
gene_1329	0	0	0	7	9	12	68	3	5	12	30
gene_133	0	0	0	24	62	10	27	4	5	7	13
gene_1330	0	0	0	20	15	12	44	8	7	11	36
gene_1331	0	0	0	0	2	0	3	1	0	0	1
gene_1332	0	0	0	4	13	3	10	6	2	0	12
gene_1333	0	0	0	0	1	0	1	0	0	0	0
gene_1334	0	0	0	38	29	14	61	8	0	17	26
gene_1335	0	0	0	64	92	98	198	62	33	65	135
gene_1336	0	0	0	1	0	1	9	0	2	4	3
gene_1337	0	0	0	6	8	7	14	3	2	4	11
gene_1338	0	0	0	8	9	8	13	2	0	7	13
gene_1339	0	0	0	24	32	19	38	7	1	14	29
gene_134	0	0	0	13	26	15	17	7	6	3	12
gene_1340	0	0	0	35	41	36	66	21	14	36	45
gene_1341	0	0	0	9	7	9	14	5	1	7	11
gene_1342	0	0	0	7	8	3	17	3	3	6	11
gene_1343	0	0	0	9	6	30	29	14	8	5	25
gene_1344	0	0	0	3	6	7	11	0	2	1	6
gene_1345	0	0	0	6	4	4	9	1	1	3	7
gene_1346	0	0	0	14	13	8	11	12	2	5	14
gene_1347	0	0	0	0	2	3	7	0	1	1	2
gene_1348	0	0	0	33	38	24	102	25	6	24	42
gene_1349	0	0	0	17	19	8	36	5	3	5	29
gene_135	0	0	0	11	10	3	23	1	4	4	9
gene_1350	0	0	0	5	10	2	15	2	0	2	9
gene_1351	0	0	0	0	2	3	4	3	1	1	6
gene_1352	0	0	0	105	63	52	153	33	17	44	103
gene_1353	0	0	0	7	10	2	14	1	1	4	7
gene_1354	0	0	0	8	4	8	7	7	3	6	3
gene_1355	0	0	0	1	0	0	0	0	0	0	0
gene_1356	0	0	0	7	8	34	66	9	6	28	43
gene_1357	0	0	0	9	17	70	163	21	10	58	66
gene_1358	0	0	0	2	5	5	10	2	1	1	3
gene_1359	0	0	0	5	0	1	3	1	0	0	2
gene_136	0	0	0	40	49	24	49	11	7	14	26
gene_1360	0	0	0	43	42	32	95	14	7	15	48
gene_1361	0	0	0	25	39	24	17	3	9	11	19
gene_1362	0	0	0	17	36	11	18	12	3	3	16
gene_1363	0	0	0	17	35	28	68	18	8	20	26
gene_1364	0	0	0	0	0	0	0	1	0	0	0
gene_1365	0	0	0	1	2	0	0	0	0	0	0
gene_1366	0	0	0	6	15	2	9	0	2	5	12
gene_1367	0	0	0	102	139	178	280	87	46	76	160
gene_1368	0	0	0	107	179	135	247	77	52	75	185
gene_1369	0	0	0	13	17	10	22	2	1	4	22
gene_137	0	0	0	224	167	153	460	109	61	114	303
gene_1370	0	0	0	2	6	3	25	1	1	14	14
gene_1371	0	0	0	0	0	0	0	0	0	0	0
gene_1372	0	0	0	0	0	0	0	0	0	0	0
gene_1373	0	0	0	39	52	28	73	10	6	23	54
gene_1374	0	0	0	1	6	0	4	1	0	1	1
gene_1375	0	0	0	0	3	0	5	1	0	2	0
gene_1376	0	0	0	147	266	140	308	94	50	117	215
gene_1377	0	0	0	0	0	0	0	0	0	0	0
gene_1378	0	0	0	16	21	13	49	15	2	5	22
gene_1379	0	0	0	53	55	52	175	45	14	39	96
gene_138	0	0	0	101	228	101	188	109	25	40	175
gene_1380	0	0	0	180	245	96	314	74	36	66	160
gene_1381	0	0	0	16	19	19	51	6	2	11	15
gene_1382	0	0	0	25	115	30	98	12	8	17	47
gene_1383	0	0	0	4	4	12	33	2	7	7	13
gene_1384	0	0	0	24	23	21	24	15	7	9	29
gene_1385	0	0	0	367	437	215	1386	200	53	181	641
gene_1386	0	0	0	1	1	3	11	2	0	1	9
gene_1387	0	0	0	12	9	8	4	5	2	4	8
gene_1388	0	0	0	94	127	93	197	65	46	67	167
gene_1389	0	0	0	16	48	24	56	21	6	20	25
gene_139	0	0	0	50	70	24	100	20	12	12	47
gene_1390	0	0	0	30	41	28	60	15	8	18	33
gene_1391	0	0	0	5	3	4	6	0	2	3	4
gene_1392	0	0	0	24	35	42	93	30	10	28	59
gene_1393	0	0	0	201	263	40	189	15	7	41	119
gene_1394	0	0	0	2	6	3	13	6	2	3	6
gene_1395	0	0	0	31	37	25	48	13	7	20	31
gene_1396	0	0	0	15	29	20	35	8	7	9	20
gene_1397	0	0	0	133	32	68	177	52	6	29	103
gene_1398	0	0	0	9	4	12	24	12	7	6	8
gene_1399	0	0	0	33	75	37	68	18	11	18	46
gene_14	0	0	0	4	7	5	8	3	1	2	8
gene_140	0	0	0	0	5	3	7	4	2	2	3
gene_1400	0	0	0	0	0	0	0	0	0	0	1
gene_1401	0	0	0	29	20	23	62	13	5	16	27
gene_1402	0	0	0	20	16	9	35	9	3	2	22
gene_1403	0	0	0	13	15	6	22	8	5	7	21
gene_1404	0	0	0	10	8	12	14	10	4	2	10
gene_1405	0	0	0	8	5	6	43	0	3	0	5
gene_1406	0	0	0	2	1	2	8	0	0	2	2
gene_1407	0	0	0	8	11	7	30	5	1	1	12
gene_1408	0	0	0	1	1	4	18	6	2	1	9
gene_1409	0	0	0	0	0	0	0	1	0	0	2
gene_141	0	0	0	0	0	0	0	0	0	0	0
gene_1410	0	0	0	10	7	10	49	7	1	4	25
gene_1411	0	0	0	20	27	5	32	9	2	7	20
gene_1412	0	0	0	5	25	21	30	7	9	9	12
gene_1413	0	0	0	0	3	1	1	1	0	0	2
gene_1414	0	0	0	2	4	2	13	3	0	2	8
gene_1415	0	0	0	39	45	18	43	16	8	10	19
gene_1416	0	0	0	22	21	16	39	6	6	12	18
gene_1417	0	0	0	3	0	0	9	1	0	2	6
gene_1418	0	0	0	0	0	0	0	0	0	0	2
gene_1419	0	0	0	51	64	40	134	17	11	16	47
gene_142	0	0	0	62	53	37	101	22	2	24	52
gene_1420	0	0	0	15	17	2	24	11	3	4	13
gene_1421	0	0	0	0	0	1	2	0	0	3	0
gene_1422	0	0	0	12	30	20	25	11	2	2	10
gene_1423	0	0	0	26	7	22	75	13	7	16	47
gene_1424	0	0	0	4	9	0	2	3	1	1	1
gene_1425	0	0	0	9	16	4	31	7	0	7	12
gene_1426	0	0	0	12	8	2	27	7	3	7	11
gene_1427	0	0	0	6	21	19	27	11	6	3	11
gene_1428	0	0	0	10	16	10	13	5	1	12	18
gene_1429	0	0	0	39	57	30	62	13	8	17	41
gene_143	0	0	0	19	19	15	39	5	7	8	15
gene_1430	0	0	0	36	38	25	53	20	5	6	34
gene_1431	0	0	0	13	28	13	48	9	8	10	26
gene_1432	0	0	0	3	0	0	2	0	0	0	0
gene_1433	0	0	0	26	9	8	81	8	4	12	28
gene_1434	0	0	0	20	27	14	50	9	7	12	23
gene_1435	0	0	0	107	109	51	142	39	16	37	91
gene_1436	0	0	0	53	103	64	151	31	9	29	74
gene_1437	0	0	0	55	54	40	93	24	7	42	62
gene_1438	0	0	0	2	5	1	9	0	1	0	6
gene_1439	0	0	0	17	24	27	45	13	3	9	20
gene_144	0	0	0	4	0	0	0	0	0	0	2
gene_1440	0	0	0	12	17	20	49	14	5	6	12
gene_1441	0	0	0	0	6	9	17	1	4	5	11
gene_1442	0	0	0	42	52	18	92	17	10	19	36
gene_1443	0	0	0	16	28	11	20	3	2	6	19
gene_1444	0	0	0	10	12	14	27	9	7	4	12
gene_1445	0	0	0	20	33	15	45	11	6	18	30
gene_1446	0	0	0	52	143	84	224	68	25	78	149
gene_1447	0	0	0	24	36	34	68	16	10	19	38
gene_1448	0	0	0	29	56	32	66	6	2	11	31
gene_1449	0	0	0	4	17	5	31	0	4	7	5
gene_145	0	0	0	0	0	0	0	0	0	0	0
gene_1450	0	0	0	11	12	2	15	9	6	5	16
gene_1451	0	0	0	21	26	10	76	13	6	19	40
gene_1452	0	0	0	9	6	8	10	5	6	5	20
gene_1453	0	0	0	5	2	11	19	2	2	10	11
gene_1454	0	0	0	26	38	15	55	15	7	9	21
gene_1455	0	0	0	9	16	11	28	9	5	4	20
gene_1456	0	0	0	49	75	37	107	21	15	13	46
gene_1457	0	0	0	46	73	41	152	15	22	23	67
gene_1458	0	0	0	0	1	0	1	1	0	1	0
gene_1459	0	0	0	292	345	200	696	174	63	100	321
gene_146	0	0	0	0	0	0	0	0	0	0	0
gene_1460	0	0	0	83	103	64	195	47	31	36	109
gene_1461	0	0	0	49	42	15	45	3	2	6	31
gene_1462	0	0	0	127	197	106	307	71	23	64	173
gene_1463	0	0	0	6	9	2	22	5	3	6	4
gene_1464	0	0	0	39	69	75	83	24	16	19	51
gene_1465	0	0	0	29	31	27	71	14	18	12	46
gene_1466	0	0	0	8	9	6	12	1	1	3	7
gene_1467	0	0	0	18	38	23	52	11	7	7	21
gene_1468	0	0	0	27	95	55	110	27	14	22	63
gene_1469	0	0	0	1	3	2	13	3	3	7	9
gene_147	0	0	0	32	32	18	65	11	8	12	34
gene_1470	0	0	0	59	60	31	122	30	15	12	68
gene_1471	0	0	0	460	150	60	381	67	58	98	305
gene_1472	0	0	0	4	2	0	2	1	0	0	2
gene_1473	0	0	0	21	63	25	47	14	7	16	22
gene_1474	0	0	0	20	30	15	29	10	6	9	11
gene_1475	0	0	0	23	42	8	25	10	3	8	12
gene_1476	0	0	0	9	13	8	33	4	3	5	10
gene_1477	0	0	0	83	151	44	120	26	15	32	86
gene_1478	0	0	0	24	45	33	57	8	10	17	35
gene_1479	0	0	0	15	21	10	37	5	2	3	22
gene_148	0	0	0	30	31	19	49	12	4	6	19
gene_1480	0	0	0	37	54	18	47	14	9	11	41
gene_1481	0	0	0	147	89	22	81	15	8	23	47
gene_1482	0	0	0	1	0	0	1	0	0	0	0
gene_1483	0	0	0	24	42	21	41	5	9	17	35
gene_1484	0	0	0	6	7	23	64	17	3	12	16
gene_1485	0	0	0	3	1	3	4	2	3	2	10
gene_1486	0	0	0	32	20	32	88	33	13	24	60
gene_1487	0	0	0	8	17	18	34	12	3	12	39
gene_1488	0	0	0	15	34	18	67	12	5	7	38
gene_1489	0	0	0	8	25	5	12	6	6	2	12
gene_149	0	0	0	110	65	91	228	55	23	61	125
gene_1490	0	0	0	0	1	1	1	0	0	0	1
gene_1491	0	0	0	68	74	44	169	30	12	29	77
gene_1492	0	0	0	11	5	9	10	3	3	1	6
gene_1493	0	0	0	0	0	0	0	0	0	0	0
gene_1494	0	0	0	30	49	63	150	23	15	40	81
gene_1495	0	0	0	15	31	14	61	11	2	7	27
gene_1496	0	0	0	30	40	17	47	14	11	10	35
gene_1497	0	0	0	11	9	11	26	6	1	5	15
gene_1498	0	0	0	23	15	15	48	13	3	7	17
gene_1499	0	0	0	1	0	0	6	2	0	3	0
gene_15	0	0	0	18	23	14	40	14	2	6	20
gene_150	0	0	0	21	47	43	74	21	13	28	44
gene_1500	0	0	0	20	15	17	56	7	3	11	20
gene_1501	0	0	0	21	32	21	68	11	7	7	24
gene_1502	0	0	0	27	40	14	52	15	4	8	38
gene_1503	0	0	0	16	36	36	77	12	16	10	36
gene_1504	0	0	0	8	4	5	18	0	1	5	9
gene_1505	0	0	0	2	4	8	14	4	1	4	13
gene_1506	0	0	0	0	0	0	0	2	0	0	0
gene_1507	0	0	0	0	0	0	0	0	0	0	0
gene_1508	0	0	0	1	2	3	3	1	0	2	4
gene_1509	0	0	0	359	356	198	540	128	50	90	363
gene_151	0	0	0	0	0	0	0	0	0	0	0
gene_1510	0	0	0	5	15	9	41	3	3	4	11
gene_1511	0	0	0	9	2	7	10	4	1	5	4
gene_1512	0	0	0	18	22	7	38	12	2	9	21
gene_1513	0	0	0	0	0	0	1	0	0	0	0
gene_1514	0	0	0	25	52	49	66	24	15	22	45
gene_1515	0	0	0	11	14	10	26	2	5	7	23
gene_1516	0	0	0	0	0	0	0	0	0	0	0
gene_1517	0	0	0	19	22	40	47	36	38	69	48
gene_1518	0	0	0	0	0	0	0	0	0	0	0
gene_1519	0	0	0	18	25	15	39	15	7	13	25
gene_152	0	0	0	6	11	7	14	10	3	4	7
gene_1520	0	0	0	2	3	8	10	1	2	0	4
gene_1521	0	0	0	30	54	28	77	16	6	16	59
gene_1522	0	0	0	259	178	102	320	67	38	71	204
gene_1523	0	0	0	0	0	0	5	0	0	0	0
gene_1524	0	0	0	3	0	1	3	0	0	1	6
gene_1525	0	0	0	70	129	65	179	41	28	28	105
gene_1526	0	0	0	16	43	12	32	14	4	9	21
gene_1527	0	0	0	31	71	40	170	22	14	16	78
gene_1528	0	0	0	1	5	10	19	4	3	6	17
gene_1529	0	0	0	0	0	1	2	0	0	1	0
gene_153	0	0	0	42	63	36	93	24	9	21	57
gene_1530	0	0	0	0	0	0	0	0	0	0	0
gene_1531	0	0	0	0	0	0	0	0	0	0	0
gene_1532	0	0	0	3	17	4	14	0	1	3	8
gene_1533	0	0	0	9	5	2	15	1	2	4	4
gene_1534	0	0	0	1	0	1	1	0	0	1	0
gene_1535	0	0	0	338	258	129	556	82	38	57	206
gene_1536	0	0	0	2	2	2	4	0	2	0	0
gene_1537	0	0	0	36	41	22	65	19	5	26	34
gene_1538	0	0	0	105	122	38	182	48	10	25	99
gene_1539	0	0	0	146	80	97	263	49	40	78	164
gene_154	0	0	0	10	4	5	18	5	0	3	21
gene_1540	0	0	0	19	51	22	59	16	5	9	33
gene_1541	0	0	0	18	7	1	15	3	2	1	12
gene_1542	0	0	0	23	5	9	41	8	4	10	41
gene_1543	0	0	0	31	38	34	165	17	7	17	78
gene_1544	0	0	0	1	5	3	8	1	1	4	3
gene_1545	0	0	0	12	16	9	17	7	3	7	19
gene_1546	0	0	0	9	17	4	11	6	2	1	8
gene_1547	0	0	0	70	182	50	199	37	25	39	84
gene_1548	0	0	0	0	0	0	0	0	0	0	0
gene_1549	0	0	0	32	32	31	66	18	8	19	29
gene_155	0	0	0	1	3	1	7	2	1	0	6
gene_1550	0	0	0	23	13	11	34	12	2	6	16
gene_1551	0	0	0	20	34	15	53	10	4	15	35
gene_1552	0	0	0	45	72	26	60	19	7	15	30
gene_1553	0	0	0	0	0	0	0	0	0	0	0
gene_1554	0	0	0	2	8	3	10	1	2	0	3
gene_1555	0	0	0	24	24	13	46	9	5	11	23
gene_1556	0	0	0	8	18	7	27	8	2	7	6
gene_1557	0	0	0	31	59	33	113	34	17	18	58
gene_1558	0	0	0	12	13	17	60	10	7	15	18
gene_1559	0	0	0	1	1	4	15	2	0	1	4
gene_156	0	0	0	4	3	3	4	0	0	0	2
gene_1560	0	0	0	4	17	7	11	7	3	2	3
gene_1561	0	0	0	19	22	24	31	8	5	6	17
gene_1562	0	0	0	75	92	55	183	46	31	33	80
gene_1563	0	0	0	13	18	17	28	8	4	11	26
gene_1564	0	0	0	9	21	8	32	6	3	2	7
gene_1565	0	0	0	14	21	13	25	12	4	7	16
gene_1566	0	0	0	130	107	78	240	69	33	49	138
gene_1567	0	0	0	22	50	30	54	11	11	11	29
gene_1568	0	0	0	0	0	0	0	0	0	0	0
gene_1569	0	0	0	6	19	23	23	6	7	7	20
gene_157	0	0	0	0	0	0	0	0	0	0	0
gene_1570	0	0	0	33	43	100	189	22	34	47	96
gene_1571	0	0	0	15	40	19	42	22	15	9	24
gene_1572	0	0	0	0	0	0	0	0	0	0	0
gene_1573	0	0	0	0	0	0	0	0	0	0	0
gene_1574	0	0	0	21	27	9	35	4	4	7	21
gene_1575	0	0	0	5	15	4	10	2	3	4	3
gene_1576	0	0	0	57	75	53	230	36	14	65	89
gene_1577	0	0	0	1	0	0	1	0	0	0	0
gene_1578	0	0	0	1	1	2	3	1	1	1	3
gene_1579	0	0	0	2	6	0	2	2	1	0	0
gene_158	0	0	0	0	4	1	8	5	1	1	2
gene_1580	0	0	0	0	0	2	5	0	3	1	3
gene_1581	0	0	0	12	7	11	41	4	9	18	14
gene_1582	0	0	0	778	609	287	972	293	38	110	400
gene_1583	0	0	0	39	24	10	21	8	1	14	20
gene_1584	0	0	0	96	63	33	117	26	9	32	58
gene_1585	0	0	0	3	3	2	4	1	1	3	2
gene_1586	0	0	0	105	163	109	261	76	34	82	161
gene_1587	0	0	0	3	5	7	14	7	3	2	10
gene_1588	0	0	0	31	26	13	36	15	3	7	32
gene_1589	0	0	0	0	1	0	2	0	0	1	1
gene_159	0	0	0	8	3	4	35	6	7	7	22
gene_1590	0	0	0	2	2	1	2	0	0	3	7
gene_1591	0	0	0	12	23	19	45	18	8	11	18
gene_1592	0	0	0	12	25	10	27	5	3	6	9
gene_1593	0	0	0	0	0	0	0	0	0	0	0
gene_1594	0	0	0	55	51	32	101	23	11	22	74
gene_1595	0	0	0	2	3	0	9	1	0	0	6
gene_1596	0	0	0	5	3	4	23	3	2	4	12
gene_1597	0	0	0	0	0	0	0	0	0	0	0
gene_1598	0	0	0	11	12	14	35	11	3	4	19
gene_1599	0	0	0	25	501	193	101	241	65	139	119
gene_16	0	0	0	18	24	7	40	5	3	9	25
gene_160	0	0	0	11	12	1	14	6	1	2	10
gene_1600	0	0	0	24	46	21	23	13	9	18	20
gene_1601	0	0	0	5	14	9	44	9	2	8	16
gene_1602	0	0	0	8	6	41	88	7	6	22	42
gene_1603	0	0	0	48	38	40	115	27	8	23	108
gene_1604	0	0	0	0	1	0	2	0	0	0	0
gene_1605	0	0	0	137	176	160	264	72	36	66	149
gene_1606	0	0	0	5	10	7	19	3	1	6	10
gene_1607	0	0	0	0	2	0	0	1	0	0	0
gene_1608	0	0	0	110	132	148	383	97	43	126	172
gene_1609	0	0	0	0	0	0	0	0	0	0	0
gene_161	0	0	0	1	0	2	3	0	0	0	3
gene_1610	0	0	0	0	0	0	0	0	0	0	0
gene_1611	0	0	0	4	3	2	8	2	0	2	13
gene_1612	0	0	0	6	11	1	12	3	7	7	15
gene_1613	0	0	0	3	1	3	8	3	0	1	1
gene_1614	0	0	0	19	21	26	81	14	8	15	37
gene_1615	0	0	0	0	0	0	0	0	0	0	0
gene_1616	0	0	0	189	171	124	394	64	46	74	247
gene_1617	0	0	0	15	43	76	194	33	20	46	90
gene_1618	0	0	0	0	0	1	1	0	0	2	2
gene_1619	0	0	0	21	39	27	56	16	11	25	34
gene_162	0	0	0	1	2	3	8	0	0	2	4
gene_1620	0	0	0	16	21	11	24	10	6	8	21
gene_1621	0	0	0	17	11	24	46	9	2	13	19
gene_1622	0	0	0	1	2	7	33	9	9	4	13
gene_1623	0	0	0	11	5	2	8	3	0	0	10
gene_1624	0	0	0	153	79	92	286	67	33	43	169
gene_1625	0	0	0	38	91	38	130	25	5	25	50
gene_1626	0	0	0	0	0	1	2	1	1	0	1
gene_1627	0	0	0	6	7	14	42	6	2	9	26
gene_1628	0	0	0	11	22	18	36	11	6	10	22
gene_1629	0	0	0	41	28	22	60	14	5	13	21
gene_163	0	0	0	24	34	16	39	8	4	11	23
gene_1630	0	0	0	248	332	9	46	5	5	9	27
gene_1631	0	0	0	39	64	0	4	0	0	0	0
gene_1632	0	0	0	7	9	9	32	5	5	6	19
gene_1633	0	0	0	12	9	7	13	1	1	3	6
gene_1634	0	0	0	19	16	10	29	6	6	8	17
gene_1635	0	0	0	0	0	0	0	0	0	0	0
gene_1636	0	0	0	0	0	0	0	0	0	0	0
gene_1637	0	0	0	932	341	1763	4114	1013	589	1042	2286
gene_1638	0	0	0	36	41	62	109	54	15	42	57
gene_1639	0	0	0	1	4	1	5	2	0	0	2
gene_164	0	0	0	7	12	6	6	8	2	3	7
gene_1640	0	0	0	212	169	291	788	286	75	208	442
gene_1641	0	0	0	26	32	11	50	10	4	6	31
gene_1642	0	0	0	10	6	9	18	3	5	3	9
gene_1643	0	0	0	33	37	31	80	12	13	18	57
gene_1644	0	0	0	2	1	0	1	0	0	0	0
gene_1645	0	0	0	16	23	13	49	16	4	14	43
gene_1646	0	0	0	48	59	39	98	31	17	25	79
gene_1647	0	0	0	8	11	15	36	10	4	2	13
gene_1648	0	0	0	22	38	20	50	14	7	6	15
gene_1649	0	0	0	66	88	30	91	28	11	26	65
gene_165	0	0	0	30	30	10	23	7	2	5	22
gene_1650	0	0	0	1	0	0	1	3	1	3	2
gene_1651	0	0	0	21	22	36	73	23	5	16	37
gene_1652	0	0	0	20	35	20	45	18	10	10	38
gene_1653	0	0	0	4	9	6	4	0	1	2	4
gene_1654	0	0	0	172	183	129	408	81	59	85	232
gene_1655	0	0	0	0	0	0	0	0	0	0	0
gene_1656	0	0	0	0	1	0	2	0	1	1	6
gene_1657	0	0	0	8	5	6	24	10	3	6	20
gene_1658	0	0	0	5	13	16	20	6	2	8	18
gene_1659	0	0	0	39	56	26	74	20	7	19	44
gene_166	0	0	0	2	1	0	0	0	0	2	2
gene_1660	0	0	0	35	34	30	59	27	7	24	38
gene_1661	0	0	0	16	20	33	82	7	2	15	45
gene_1662	0	0	0	10	17	9	20	5	3	2	5
gene_1663	0	0	0	60	59	42	86	35	12	23	45
gene_1664	0	0	0	9	10	2	8	0	1	0	5
gene_1665	0	0	0	0	0	0	0	0	0	0	0
gene_1666	0	0	0	24	36	11	56	13	8	4	33
gene_1667	0	0	0	0	0	0	0	0	0	0	0
gene_1668	0	0	0	17	29	22	44	20	10	9	34
gene_1669	0	0	0	45	48	21	71	21	14	20	40
gene_167	0	0	0	0	2	2	4	0	1	5	4
gene_1670	0	0	0	9	16	18	29	6	1	5	7
gene_1671	0	0	0	4	10	20	33	2	4	7	14
gene_1672	0	0	0	6	13	8	20	7	2	2	17
gene_1673	0	0	0	11	15	12	49	12	6	10	22
gene_1674	0	0	0	4	2	3	16	3	3	1	6
gene_1675	0	0	0	10	18	9	37	2	4	2	14
gene_1676	0	0	0	14	15	5	15	3	3	6	3
gene_1677	0	0	0	333	610	99	370	75	37	66	218
gene_1678	0	0	0	4	2	3	10	1	0	3	1
gene_1679	0	0	0	18	10	8	21	8	3	11	15
gene_168	0	0	0	0	1	0	1	0	0	0	0
gene_1680	0	0	0	4	6	3	9	3	1	4	6
gene_1681	0	0	0	29	23	18	59	11	9	14	26
gene_1682	0	0	0	35	51	38	148	21	15	20	74
gene_1683	0	0	0	1	0	0	0	0	0	0	0
gene_1684	0	0	0	1	0	4	5	2	1	2	5
