GeneID	GGAAT	GGAAU	GGAAW	GGAAX	GGAAY	GGAAZ	GGABA	GGABB	GGABC	GCYUP	GCYUS	GCYUT
gene_781	0	0	0	1	13	9	3	9	7	7	5	6
gene_7810	0	0	0	0	0	0	0	0	0	0	0	1
gene_7811	0	0	0	0	0	0	0	0	0	0	0	0
gene_7812	0	0	0	0	2	1	1	1	2	3	9	2
gene_7813	0	0	0	0	2	0	0	0	1	2	8	0
gene_7814	0	0	0	2	12	16	1	2	3	9	3	1
gene_7815	0	0	0	0	3	4	2	6	1	5	2	1
gene_7816	0	0	0	3	9	12	2	3	8	4	9	1
gene_7817	0	0	0	5	4	4	1	1	3	2	3	2
gene_7818	0	0	0	1	6	3	3	11	8	13	11	6
gene_7819	0	0	0	0	0	0	0	0	0	0	0	0
gene_782	0	0	0	6	30	30	14	12	23	13	28	5
gene_7820	0	0	0	0	0	3	0	0	1	5	2	1
gene_7821	0	0	0	2	4	9	4	6	6	0	2	0
gene_7822	0	0	0	8	14	19	7	13	23	39	28	4
gene_7823	0	0	0	28	28	52	68	89	118	213	76	41
gene_7824	0	0	0	5	39	57	15	32	47	26	23	18
gene_7825	0	0	0	14	56	91	6	35	47	25	26	14
gene_7826	0	0	0	0	0	1	3	1	2	0	0	1
gene_7827	0	0	0	24	54	99	37	92	117	43	64	40
gene_7828	0	0	0	0	0	1	0	0	0	0	0	0
gene_7829	0	0	0	0	0	5	0	3	0	0	1	0
gene_783	0	0	0	2	4	7	4	6	4	3	2	1
gene_7830	0	0	0	0	0	0	0	0	0	0	0	0
gene_7831	0	0	0	0	0	0	0	0	0	0	0	0
gene_7832	0	0	0	0	0	0	0	0	0	0	0	0
gene_7833	0	0	0	1	4	15	1	3	0	0	1	0
gene_7834	0	0	0	5	20	24	1	6	21	7	7	9
gene_7835	0	0	0	0	0	0	0	0	0	0	0	0
gene_7836	0	0	0	0	1	1	0	0	0	0	0	0
gene_7837	0	0	0	1	1	3	1	4	0	2	8	0
gene_7838	0	0	0	10	55	64	11	14	50	1	26	4
gene_7839	0	0	0	31	119	210	60	132	178	89	191	84
gene_784	0	0	0	0	0	0	0	0	0	0	0	0
gene_7840	0	0	0	3	17	12	0	2	9	0	3	3
gene_7841	0	0	0	0	1	0	0	0	1	0	0	0
gene_7842	0	0	0	0	0	0	0	0	0	0	0	0
gene_7843	0	0	0	0	0	0	0	0	0	0	0	0
gene_7844	0	0	0	0	1	0	0	0	0	0	0	0
gene_7845	0	0	0	0	1	1	0	1	2	3	1	0
gene_7846	0	0	0	0	0	0	0	0	0	0	0	0
gene_7847	0	0	0	0	0	0	0	0	0	0	0	0
gene_7848	0	0	0	0	0	0	0	0	0	0	0	0
gene_7849	0	0	0	1	0	3	0	1	1	0	0	0
gene_785	0	0	0	0	0	0	0	0	0	0	0	0
gene_7850	0	0	0	0	0	0	0	0	0	0	0	0
gene_7851	0	0	0	0	2	4	0	5	5	0	3	1
gene_7852	0	0	0	0	0	1	1	0	2	0	0	0
gene_7853	0	0	0	1	8	14	1	6	5	4	3	0
gene_7854	0	0	0	0	4	5	1	1	4	3	5	1
gene_7855	0	0	0	0	0	0	0	0	0	0	0	0
gene_7856	0	0	0	34	36	89	36	68	61	83	78	27
gene_7857	0	0	0	0	1	1	0	0	1	0	0	0
gene_7858	0	0	0	2	4	4	1	4	4	1	2	2
gene_7859	0	0	0	3	8	13	5	2	10	6	5	4
gene_786	0	0	0	3	9	9	6	7	22	18	11	3
gene_7860	0	0	0	2	6	9	1	5	9	8	1	1
gene_7861	0	0	0	0	1	5	1	0	6	3	4	2
gene_7862	0	0	0	14	50	77	10	27	64	44	38	13
gene_7863	0	0	0	2	4	12	3	7	5	19	23	9
gene_7864	0	0	0	5	10	29	5	5	20	13	18	6
gene_7865	0	0	0	0	2	3	0	0	1	0	1	0
gene_7866	0	0	0	5	26	28	7	14	21	19	16	7
gene_7867	0	0	0	2	5	10	1	5	9	7	7	6
gene_7868	0	0	0	10	67	103	20	26	38	52	43	28
gene_7869	0	0	0	10	38	69	6	18	26	27	26	12
gene_787	0	0	0	2	16	27	9	15	5	13	21	7
gene_7870	0	0	0	0	4	3	3	3	10	29	9	3
gene_7871	0	0	0	18	71	101	18	21	31	42	26	15
gene_7872	0	0	0	4	21	21	13	9	15	19	12	3
gene_7873	0	0	0	0	0	0	0	0	0	0	0	0
gene_7874	0	0	0	41	116	158	33	68	79	124	108	45
gene_7875	0	0	0	16	105	118	22	41	41	28	31	8
gene_7876	0	0	0	22	96	121	23	58	100	81	109	53
gene_7877	0	0	0	0	8	13	3	9	8	5	1	1
gene_7878	0	0	0	10	18	20	10	16	29	28	12	14
gene_7879	0	0	0	5	16	34	5	8	18	26	10	4
gene_788	0	0	0	8	55	71	13	10	34	33	27	8
gene_7880	0	0	0	1	10	10	5	8	6	45	13	7
gene_7881	0	0	0	2	2	11	7	14	15	11	11	7
gene_7882	0	0	0	27	159	167	28	55	84	75	102	34
gene_7883	0	0	0	3	18	25	3	6	10	8	17	3
gene_7884	0	0	0	0	8	13	1	8	7	5	5	0
gene_7885	0	0	0	1	2	4	3	4	1	0	1	0
gene_7886	0	0	0	0	3	2	0	0	1	0	1	0
gene_7887	0	0	0	0	0	0	0	0	0	0	0	0
gene_7888	0	0	0	6	22	30	7	18	21	40	21	10
gene_7889	0	0	0	0	0	0	0	0	0	0	0	0
gene_789	0	0	0	2	21	33	6	4	12	6	6	4
gene_7890	0	0	0	2	26	24	1	6	7	14	7	4
gene_7891	0	0	0	3	6	2	1	2	1	2	3	3
gene_7892	0	0	0	6	27	26	5	16	13	12	6	6
gene_7893	0	0	0	1	8	5	2	2	5	7	1	2
gene_7894	0	0	0	0	2	6	2	1	5	3	0	0
gene_7895	0	0	0	0	0	0	0	0	0	0	0	0
gene_7896	0	0	0	1	13	19	3	14	11	4	6	4
gene_7897	0	0	0	0	0	0	0	0	0	0	0	0
gene_7898	0	0	0	2	6	15	6	7	10	6	7	4
gene_7899	0	0	0	2	7	14	8	4	3	3	3	5
gene_79	0	0	0	1	30	36	1	15	15	20	17	7
gene_790	0	0	0	2	22	22	2	9	23	16	16	6
gene_7900	0	0	0	4	9	23	0	6	2	9	7	4
gene_7901	0	0	0	6	30	32	18	17	25	50	46	17
gene_7902	0	0	0	0	1	0	1	0	0	0	0	1
gene_7903	0	0	0	0	0	4	0	2	2	1	0	1
gene_7904	0	0	0	0	0	0	0	0	0	0	0	0
gene_7905	0	0	0	2	25	29	6	6	14	8	9	7
gene_7906	0	0	0	0	0	5	0	0	1	0	2	0
gene_7907	0	0	0	0	0	0	1	0	0	0	0	0
gene_7908	0	0	0	11	18	32	11	13	14	18	7	5
gene_7909	0	0	0	22	78	112	20	32	52	66	32	25
gene_791	0	0	0	11	37	47	13	17	29	20	18	6
gene_7910	0	0	0	0	0	0	0	0	0	0	0	0
gene_7911	0	0	0	0	0	0	0	0	0	0	0	0
gene_7912	0	0	0	0	0	0	0	0	0	0	1	0
gene_7913	0	0	0	4	59	75	6	15	29	23	16	3
gene_7914	0	0	0	2	4	6	1	1	1	3	0	0
gene_7915	0	0	0	16	44	56	27	42	52	38	50	26
gene_7916	0	0	0	6	15	28	3	10	6	21	5	4
gene_7917	0	0	0	0	7	10	1	4	4	4	4	1
gene_7918	0	0	0	20	126	153	17	35	54	62	51	29
gene_7919	0	0	0	0	0	0	0	0	0	0	0	0
gene_792	0	0	0	6	15	28	3	4	20	12	9	3
gene_7920	0	0	0	0	1	0	1	0	2	0	2	0
gene_7921	0	0	0	5	8	16	2	3	13	6	9	7
gene_7922	0	0	0	2	12	25	5	13	13	16	12	4
gene_7923	0	0	0	16	71	125	27	39	73	87	41	24
gene_7924	0	0	0	3	2	2	4	3	1	9	5	2
gene_7925	0	0	0	5	8	14	5	6	14	7	6	4
gene_7926	0	0	0	1	12	2	3	2	2	10	2	3
gene_7927	0	0	0	24	176	279	35	66	109	101	81	51
gene_7928	0	0	0	25	48	62	17	27	33	38	26	39
gene_7929	0	0	0	3	32	46	8	9	25	59	24	11
gene_793	0	0	0	23	69	140	33	43	49	58	49	15
gene_7930	0	0	0	0	0	0	0	0	0	0	0	0
gene_7931	0	0	0	13	15	27	15	13	13	22	19	9
gene_7932	0	0	0	8	9	15	7	15	20	23	23	8
gene_7933	0	0	0	15	37	47	8	16	23	38	45	10
gene_7934	0	0	0	0	10	13	2	5	3	2	5	2
gene_7935	0	0	0	2	18	25	4	4	12	10	16	2
gene_7936	0	0	0	2	7	8	1	3	8	6	3	2
gene_7937	0	0	0	0	0	0	0	0	0	0	0	0
gene_7938	0	0	0	0	0	0	0	0	0	0	0	0
gene_7939	0	0	0	0	1	2	0	3	6	2	1	0
gene_794	0	0	0	0	0	0	2	2	0	1	0	0
gene_7940	0	0	0	1	18	17	0	7	5	1	9	2
gene_7941	0	0	0	0	7	14	0	0	5	0	2	6
gene_7942	0	0	0	4	15	48	9	22	23	38	16	13
gene_7943	0	0	0	0	5	11	1	3	2	10	3	2
gene_7944	0	0	0	0	0	4	0	0	2	1	1	0
gene_7945	0	0	0	81	437	691	82	145	333	249	206	137
gene_7946	0	0	0	0	0	1	0	0	0	2	0	0
gene_7947	0	0	0	0	0	0	0	0	0	0	0	0
gene_7948	0	0	0	6	11	32	2	21	20	15	14	6
gene_7949	0	0	0	2	10	26	7	14	18	12	11	6
gene_795	0	0	0	1	6	10	4	16	9	6	4	5
gene_7950	0	0	0	3	2	4	3	1	5	1	4	0
gene_7951	0	0	0	12	56	94	9	19	38	11	17	5
gene_7952	0	0	0	1	5	8	1	2	5	0	7	0
gene_7953	0	0	0	0	0	0	0	0	0	0	0	2
gene_7954	0	0	0	12	21	34	13	13	22	11	20	15
gene_7955	0	0	0	0	0	0	0	0	0	0	0	0
gene_7956	0	0	0	0	0	0	0	0	0	0	0	0
gene_7957	0	0	0	0	0	0	0	0	0	0	0	0
gene_7958	0	0	0	7	44	53	10	12	24	6	6	6
gene_7959	0	0	0	24	148	205	25	78	121	43	56	28
gene_796	0	0	0	0	0	0	0	1	1	1	0	0
gene_7960	0	0	0	11	72	104	15	37	56	16	19	8
gene_7961	0	0	0	0	4	12	0	3	4	0	2	3
gene_7962	0	0	0	4	66	72	5	19	26	41	22	5
gene_7963	0	0	0	12	77	99	12	31	55	26	38	19
gene_7964	0	0	0	2	2	6	2	7	3	3	6	4
gene_7965	0	0	0	6	39	88	13	20	44	16	20	6
gene_7966	0	0	0	0	0	0	0	0	0	0	0	0
gene_7967	0	0	0	7	214	382	7	9	116	12	7	5
gene_7968	0	0	0	8	37	58	7	10	27	12	14	15
gene_7969	0	0	0	0	0	0	0	1	0	0	0	2
gene_797	0	0	0	3	3	4	0	2	5	1	4	1
gene_7970	0	0	0	0	5	7	2	5	4	2	4	1
gene_7971	0	0	0	9	17	29	4	14	24	27	13	6
gene_7972	0	0	0	0	0	0	0	1	1	0	2	0
gene_7973	0	0	0	0	2	4	1	1	5	2	4	0
gene_7974	0	0	0	2	13	17	1	4	8	3	2	1
gene_7975	0	0	0	1	0	4	1	1	8	2	4	1
gene_7976	0	0	0	1	1	5	0	0	0	2	0	1
gene_7977	0	0	0	0	4	2	0	0	5	2	1	0
gene_7978	0	0	0	32	89	159	31	73	113	93	64	32
gene_7979	0	0	0	2	10	21	0	1	2	1	1	2
gene_798	0	0	0	4	9	19	3	7	10	10	9	3
gene_7980	0	0	0	0	0	0	0	0	0	0	0	0
gene_7981	0	0	0	5	30	43	15	8	27	28	18	15
gene_7982	0	0	0	1	1	1	0	0	3	5	1	0
gene_7983	0	0	0	4	14	26	6	5	8	6	4	5
gene_7984	0	0	0	20	48	91	9	15	28	21	25	12
gene_7985	0	0	0	0	0	0	0	0	0	0	0	0
gene_7986	0	0	0	0	0	0	0	0	0	0	0	0
gene_7987	0	0	0	0	0	0	0	0	0	0	0	0
gene_7988	0	0	0	14	12	27	20	41	27	53	44	23
gene_7989	0	0	0	4	19	20	3	16	13	11	9	0
gene_799	0	0	0	1	1	5	3	4	6	3	3	2
gene_7990	0	0	0	1	4	5	2	1	3	2	4	2
gene_7991	0	0	0	6	23	39	11	22	35	38	41	14
gene_7992	0	0	0	1	6	15	3	12	2	8	5	9
gene_7993	0	0	0	0	0	1	4	0	1	0	1	0
gene_7994	0	0	0	17	29	37	10	20	35	29	32	21
gene_7995	0	0	0	1	28	36	6	15	19	8	7	2
gene_7996	0	0	0	6	27	40	4	25	29	26	16	16
gene_7997	0	0	0	0	0	2	0	0	0	1	0	0
gene_7998	0	0	0	1	3	6	1	5	11	8	3	0
gene_7999	0	0	0	0	0	0	0	0	0	0	0	0
gene_8	0	0	0	0	1	0	0	0	0	0	1	0
gene_80	0	0	0	11	47	67	3	12	31	20	20	12
gene_800	0	0	0	2	4	14	12	2	4	17	13	7
gene_8000	0	0	0	0	0	0	0	0	0	0	0	0
gene_8001	0	0	0	0	0	2	3	1	1	0	0	0
gene_8002	0	0	0	0	0	0	0	1	0	0	0	0
gene_8003	0	0	0	8	34	58	12	31	26	38	31	9
gene_8004	0	0	0	15	56	62	7	14	32	36	26	9
gene_8005	0	0	0	0	6	4	2	4	5	4	7	3
gene_8006	0	0	0	3	16	23	1	8	14	10	5	11
gene_8007	0	0	0	0	1	0	0	0	1	0	0	0
gene_8008	0	0	0	0	3	5	0	1	3	3	1	0
gene_8009	0	0	0	8	39	39	2	13	25	10	13	12
gene_801	0	0	0	7	37	78	7	20	34	22	22	13
gene_8010	0	0	0	0	0	0	0	0	0	0	0	0
gene_8011	0	0	0	0	0	0	0	0	0	0	0	0
gene_8012	0	0	0	0	2	8	0	2	1	0	0	0
gene_8013	0	0	0	0	3	4	0	0	3	0	0	0
gene_8014	0	0	0	8	27	30	15	34	57	17	26	18
gene_8015	0	0	0	0	0	0	0	0	0	0	0	0
gene_8016	0	0	0	4	34	32	4	8	19	27	19	9
gene_8017	0	0	0	1	2	1	0	1	4	3	4	2
gene_8018	0	0	0	3	11	8	3	7	13	13	9	7
gene_8019	0	0	0	0	0	0	0	0	0	0	0	0
gene_802	0	0	0	10	53	80	5	15	49	27	19	4
gene_8020	0	0	0	0	1	2	0	0	0	0	1	0
gene_8021	0	0	0	5	41	52	8	16	27	12	17	4
gene_8022	0	0	0	0	8	6	1	0	2	2	0	0
gene_8023	0	0	0	8	9	19	4	6	10	3	9	6
gene_8024	0	0	0	7	14	40	14	18	35	24	17	9
gene_8025	0	0	0	4	78	101	9	15	35	23	25	14
gene_8026	0	0	0	10	62	111	14	21	30	24	26	13
gene_8027	0	0	0	4	8	5	4	2	4	11	10	4
gene_8028	0	0	0	22	52	60	28	31	54	57	37	28
gene_8029	0	0	0	4	8	6	0	4	10	6	10	9
gene_803	0	0	0	0	8	4	2	4	4	7	1	1
gene_8030	0	0	0	0	1	3	0	1	0	0	0	0
gene_8031	0	0	0	0	2	4	0	1	4	0	0	0
gene_8032	0	0	0	3	17	19	5	9	17	5	11	3
gene_8033	0	0	0	40	149	166	26	37	52	85	89	34
gene_8034	0	0	0	4	28	35	4	14	21	30	19	16
gene_8035	0	0	0	3	15	16	8	14	16	18	12	1
gene_8036	0	0	0	31	102	114	86	105	109	122	123	63
gene_8037	0	0	0	0	1	8	0	2	11	6	3	4
gene_8038	0	0	0	1	15	13	5	2	20	16	19	12
gene_8039	0	0	0	0	1	6	2	0	1	1	2	2
gene_804	0	0	0	7	29	28	4	14	13	9	17	6
gene_8040	0	0	0	0	1	4	3	2	1	1	2	2
gene_8041	0	0	0	10	46	75	39	42	49	92	77	50
gene_8042	0	0	0	0	3	4	1	1	2	1	0	1
gene_8043	0	0	0	5	24	26	9	12	15	15	19	5
gene_8044	0	0	0	2	6	9	2	5	0	4	2	1
gene_8045	0	0	0	0	0	0	0	0	0	0	0	0
gene_8046	0	0	0	4	27	31	4	38	23	25	33	12
gene_8047	0	0	0	2	8	8	2	7	9	2	7	5
gene_8048	0	0	0	8	21	25	7	8	12	26	17	9
gene_8049	0	0	0	0	1	1	2	1	0	0	1	0
gene_805	0	0	0	0	1	5	1	2	6	2	3	1
gene_8050	0	0	0	19	67	80	6	20	63	35	29	16
gene_8051	0	0	0	12	53	70	14	19	23	16	12	11
gene_8052	0	0	0	9	14	16	7	8	8	5	16	5
gene_8053	0	0	0	2	11	14	4	6	19	10	11	5
gene_8054	0	0	0	3	15	34	5	10	15	15	11	11
gene_8055	0	0	0	0	3	7	0	1	2	3	4	0
gene_8056	0	0	0	10	37	67	13	16	37	29	34	10
gene_8057	0	0	0	0	0	0	0	0	0	0	0	0
gene_8058	0	0	0	10	36	45	7	16	19	7	12	3
gene_8059	0	0	0	0	3	12	1	2	2	2	3	4
gene_806	0	0	0	1	5	6	0	4	4	0	5	3
gene_8060	0	0	0	0	2	1	0	0	0	0	1	0
gene_8061	0	0	0	2	3	10	21	29	36	88	114	60
gene_8062	0	0	0	0	0	0	0	0	0	0	0	0
gene_8063	0	0	0	0	0	0	0	0	0	0	0	0
gene_8064	0	0	0	3	27	55	10	22	36	32	20	7
gene_8065	0	0	0	0	0	1	5	8	6	12	7	0
gene_8066	0	0	0	39	331	540	34	95	133	83	138	56
gene_8067	0	0	0	8	18	28	17	32	61	61	43	19
gene_8068	0	0	0	0	0	0	0	0	0	0	0	0
gene_8069	0	0	0	0	0	1	0	0	1	1	0	0
gene_807	0	0	0	9	34	30	6	22	23	16	17	15
gene_8070	0	0	0	0	0	0	0	0	0	0	1	0
gene_8071	0	0	0	2	8	4	1	1	10	4	3	2
gene_8072	0	0	0	4	10	27	3	8	5	9	7	6
gene_8073	0	0	0	0	0	2	1	2	3	0	0	2
gene_8074	0	0	0	2	11	14	1	7	6	3	5	0
gene_8075	0	0	0	6	38	85	5	22	53	57	33	13
gene_8076	0	0	0	3	30	47	6	19	16	12	7	6
gene_8077	0	0	0	16	65	117	11	38	51	47	43	27
gene_8078	0	0	0	5	12	28	7	7	11	15	5	3
gene_8079	0	0	0	0	0	0	0	0	0	0	2	0
gene_808	0	0	0	0	1	0	0	0	0	0	0	0
gene_8080	0	0	0	0	0	0	0	0	0	0	0	0
gene_8081	0	0	0	5	24	30	4	11	17	10	16	1
gene_8082	0	0	0	3	2	14	0	1	4	0	1	0
gene_8083	0	0	0	2	10	10	4	7	8	5	5	4
gene_8084	0	0	0	21	28	58	35	38	69	63	54	28
gene_8085	0	0	0	0	0	1	0	0	1	2	0	0
gene_8086	0	0	0	1	13	13	3	6	13	1	13	4
gene_8087	0	0	0	2	26	56	3	12	15	17	13	8
gene_8088	0	0	0	2	13	19	5	11	19	27	14	2
gene_8089	0	0	0	8	27	52	5	10	14	17	7	9
gene_809	0	0	0	29	106	166	32	49	86	75	76	30
gene_8090	0	0	0	8	19	56	7	7	17	20	17	6
gene_8091	0	0	0	1	12	9	0	1	2	2	2	0
gene_8092	0	0	0	4	9	16	0	4	6	10	4	3
gene_8093	0	0	0	14	29	54	26	21	28	37	20	7
gene_8094	0	0	0	0	2	1	0	1	1	1	0	1
gene_8095	0	0	0	0	0	0	0	0	0	0	0	0
gene_8096	0	0	0	0	0	0	0	0	0	0	0	0
gene_8097	0	0	0	0	0	1	0	0	0	0	0	0
gene_8098	0	0	0	0	10	13	4	2	4	2	4	0
gene_8099	0	0	0	0	0	0	2	0	0	0	0	0
gene_81	0	0	0	1	2	4	1	3	2	8	1	2
gene_810	0	0	0	2	10	15	2	0	6	8	5	8
gene_8100	0	0	0	0	3	3	1	0	1	1	0	0
gene_8101	0	0	0	8	29	24	4	7	19	10	9	4
gene_8102	0	0	0	0	0	0	0	0	0	0	0	0
gene_8103	0	0	0	0	5	3	1	0	1	0	1	1
gene_8104	0	0	0	4	21	42	10	3	20	13	11	2
gene_8105	0	0	0	0	0	1	0	0	1	0	2	0
gene_8106	0	0	0	0	4	1	0	0	1	0	0	0
gene_8107	0	0	0	3	9	26	9	18	21	13	15	9
gene_8108	0	0	0	0	8	5	1	0	1	1	1	0
gene_8109	0	0	0	0	0	0	0	0	0	0	0	0
gene_811	0	0	0	10	53	64	9	8	25	11	7	5
gene_8110	0	0	0	0	1	6	0	0	0	2	1	0
gene_8111	0	0	0	2	2	3	1	2	1	0	0	4
gene_8112	0	0	0	0	0	0	0	0	0	0	0	0
gene_8113	0	0	0	0	0	0	0	0	0	0	0	0
gene_8114	0	0	0	2	6	13	0	6	1	2	1	2
gene_8115	0	0	0	1	12	17	3	8	7	17	10	9
gene_8116	0	0	0	16	84	95	11	22	31	33	31	15
gene_8117	0	0	0	0	3	1	1	0	1	2	1	0
gene_8118	0	0	0	29	124	216	54	100	109	93	126	74
gene_8119	0	0	0	15	49	82	15	27	28	62	45	17
gene_812	0	0	0	1	2	14	0	3	2	1	3	1
gene_8120	0	0	0	5	19	37	7	6	13	13	4	3
gene_8121	0	0	0	1	4	14	4	4	8	2	3	0
gene_8122	0	0	0	4	4	16	3	8	20	24	17	11
gene_8123	0	0	0	1	9	10	0	3	1	1	2	0
gene_8124	0	0	0	17	66	98	8	39	61	59	46	19
gene_8125	0	0	0	2	18	14	4	9	13	2	7	9
gene_8126	0	0	0	24	184	254	17	33	58	11	22	12
gene_8127	0	0	0	1	2	4	0	1	0	0	1	0
gene_8128	0	0	0	3	7	5	9	8	16	14	9	8
gene_8129	0	0	0	0	1	0	0	1	2	0	0	0
gene_813	0	0	0	4	24	30	4	10	13	11	12	4
gene_8130	0	0	0	20	33	41	18	30	53	56	39	35
gene_8131	0	0	0	2	19	12	5	0	8	7	9	8
gene_8132	0	0	0	1	5	2	1	3	2	3	5	1
gene_8133	0	0	0	26	154	251	32	78	130	101	107	37
gene_8134	0	0	0	0	7	7	5	0	5	0	8	2
gene_8135	0	0	0	0	0	0	0	0	0	0	0	0
gene_8136	0	0	0	3	14	24	3	8	15	16	12	5
gene_8137	0	0	0	1	14	22	5	1	10	18	16	8
gene_8138	0	0	0	6	7	13	9	10	30	15	25	6
gene_8139	0	0	0	3	14	16	2	8	7	6	4	1
gene_814	0	0	0	0	0	0	0	0	0	0	0	0
gene_8140	0	0	0	0	0	3	0	0	3	0	0	0
gene_8141	0	0	0	5	19	22	9	15	20	41	65	30
gene_8142	0	0	0	0	3	3	0	0	3	0	0	0
gene_8143	0	0	0	0	0	0	0	0	0	0	0	0
gene_8144	0	0	0	1	0	4	1	1	0	0	1	0
gene_8145	0	0	0	2	4	12	3	4	6	2	6	1
gene_8146	0	0	0	0	1	4	0	2	1	2	1	2
gene_8147	0	0	0	8	47	48	6	10	21	26	25	9
gene_8148	0	0	0	0	12	14	0	3	4	0	2	1
gene_8149	0	0	0	4	27	28	4	17	27	20	10	14
gene_815	0	0	0	0	2	4	0	1	4	1	1	1
gene_8150	0	0	0	0	3	9	0	5	1	3	5	2
gene_8151	0	0	0	9	13	19	2	11	22	13	17	6
gene_8152	0	0	0	2	2	4	0	0	3	1	5	1
gene_8153	0	0	0	19	46	56	19	15	31	56	56	36
gene_8154	0	0	0	11	29	55	9	19	37	34	33	12
gene_8155	0	0	0	27	168	235	62	89	134	100	132	48
gene_8156	0	0	0	2	16	44	9	11	22	22	12	14
gene_8157	0	0	0	19	64	114	52	71	105	72	99	63
gene_8158	0	0	1	2	65	28	11	16	22	76	72	23
gene_8159	0	0	0	8	85	113	55	72	49	274	103	73
gene_816	0	0	0	1	13	19	4	9	13	2	7	10
gene_8160	0	0	0	8	37	76	13	17	25	21	29	15
gene_8161	0	0	0	21	67	80	20	27	62	38	64	24
gene_8162	0	0	0	3	16	17	1	2	8	6	8	4
gene_8163	0	0	0	0	0	0	0	0	0	0	0	0
gene_8164	0	0	0	0	0	0	0	0	0	0	0	0
gene_8165	0	0	0	4	31	31	5	16	15	24	17	6
gene_8166	0	0	0	8	19	49	2	19	32	9	19	8
gene_8167	0	0	0	0	0	0	0	0	0	1	0	0
gene_8168	0	0	0	12	42	68	17	24	48	19	34	15
gene_8169	0	0	0	5	9	16	1	4	5	17	14	5
gene_817	0	0	0	2	14	30	6	4	15	10	8	12
gene_8170	0	0	0	11	36	49	19	15	36	30	27	21
gene_8171	0	0	0	0	0	0	0	0	0	0	0	0
gene_8172	0	0	0	0	0	5	0	0	4	6	3	3
gene_8173	0	0	0	1	12	12	2	1	7	7	2	6
gene_8174	0	0	0	3	12	21	4	9	16	12	9	2
gene_8175	0	0	0	6	34	35	3	18	12	11	15	5
gene_8176	0	0	0	2	8	9	0	2	6	0	7	0
gene_8177	0	0	0	0	1	11	5	0	6	2	3	1
gene_8178	0	0	0	0	0	0	0	0	0	0	0	0
gene_8179	0	0	0	6	18	34	5	9	18	17	8	1
gene_818	0	0	0	46	133	224	115	133	235	206	206	90
gene_8180	0	0	0	16	9	9	8	4	12	2	4	2
gene_8181	0	0	0	3	23	40	9	20	19	16	11	8
gene_8182	0	0	0	0	0	0	0	0	1	0	0	0
gene_8183	0	0	0	0	1	5	0	1	2	1	3	0
gene_8184	0	0	0	0	3	3	0	3	3	3	0	2
gene_8185	0	0	0	28	85	126	40	72	107	76	71	44
gene_8186	0	0	0	0	6	3	2	0	3	4	5	5
gene_8187	0	0	0	0	6	5	0	1	0	9	6	0
gene_8188	0	0	0	0	2	2	0	1	1	0	1	0
gene_8189	0	0	0	0	0	0	0	0	0	0	0	0
gene_819	0	0	0	3	6	7	2	3	9	6	10	4
gene_8190	0	0	0	0	3	1	0	0	1	0	0	0
gene_8191	0	0	0	0	0	0	0	0	0	0	0	0
gene_8192	0	0	0	0	0	0	0	0	0	0	0	0
gene_8193	0	0	0	7	26	56	7	4	20	14	17	9
gene_8194	0	0	0	0	0	0	0	0	0	0	0	0
gene_8195	0	0	0	0	0	0	0	0	0	0	0	0
gene_8196	0	0	0	4	24	41	14	11	28	15	19	3
gene_8197	0	0	0	4	103	142	9	23	47	44	26	19
gene_8198	0	0	0	1	18	11	2	3	3	5	8	2
gene_8199	0	0	0	5	18	14	10	6	8	17	10	2
gene_82	0	0	0	15	85	99	36	46	54	63	74	36
gene_820	0	0	0	3	12	15	0	4	8	8	0	4
gene_8200	0	0	0	4	10	10	1	10	2	8	6	4
gene_8201	0	0	0	2	8	12	0	3	6	1	6	1
gene_8202	0	0	0	2	16	20	7	3	3	1	5	8
gene_8203	0	0	0	13	26	19	3	13	11	11	5	5
gene_8204	0	0	0	0	2	8	0	1	5	0	3	0
gene_8205	0	0	0	3	15	27	3	7	8	15	6	6
gene_8206	0	0	0	0	9	15	3	2	10	2	3	5
gene_8207	0	0	0	1	0	4	3	0	5	16	3	7
gene_8208	0	0	0	1	0	1	17	17	25	83	60	48
gene_8209	0	0	0	6	9	19	5	7	9	7	2	3
gene_821	0	0	0	4	9	22	0	6	8	13	10	6
gene_8210	0	0	0	2	2	10	3	1	2	1	0	0
gene_8211	0	0	0	1	1	7	0	2	1	0	0	0
gene_8212	0	0	0	3	41	42	10	12	15	22	19	11
gene_8213	0	0	0	2	4	3	0	2	3	1	3	5
gene_8214	0	0	0	1	8	6	5	2	5	2	2	1
gene_8215	0	0	0	13	81	124	12	38	64	35	46	25
gene_8216	0	0	0	0	9	8	1	1	3	8	7	1
gene_8217	0	0	0	0	8	8	2	2	2	3	2	1
gene_8218	0	0	0	3	16	12	4	6	20	7	7	6
gene_8219	0	0	0	1	5	11	0	5	11	4	1	0
gene_822	0	0	0	25	223	337	29	58	90	71	36	26
gene_8220	0	0	0	5	25	44	6	12	28	18	5	4
gene_8221	0	0	0	2	6	7	13	9	10	29	13	13
gene_8222	0	0	0	0	3	4	0	0	0	1	0	1
gene_8223	0	0	0	0	6	3	0	1	2	2	2	2
gene_8224	0	0	0	0	1	3	0	1	0	0	0	0
gene_8225	0	0	0	59	268	372	47	72	197	174	97	77
gene_8226	0	0	0	0	0	0	0	0	1	0	0	0
gene_8227	0	0	0	0	0	0	0	1	1	0	0	0
